concept1	concept2	correctclass	ledaclass	conf
Bridge	Monarch	+	+	0.649562
FootballMatch	Philosopher	+	+	0.649562
ArchitecturalStructure	AcademicJournal	+	+	0.649562
Infrastructure	Website	+	-	0.239599
SupremeCourtOfTheUnitedStatesCase	Olympics	+	+	0.649562
School	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
WineRegion	Library	+	+	0.649562
OfficeHolder	President	-	+	0.649562
OfficeHolder	Band	+	+	0.649562
AutomobileEngine	PersonFunction	+	+	0.649562
RugbyPlayer	VideogamesLeague	+	+	0.649562
School	GivenName	+	+	0.649562
Cardinal	MilitaryConflict	+	+	0.649562
AnatomicalStructure	VideoGame	+	+	0.720403
MilitaryConflict	Place	+	+	0.649562
ShoppingMall	GolfPlayer	+	+	0.649562
Mayor	Boxer	-	+	0.649562
HockeyTeam	Monument	+	+	0.649562
Artery	Hospital	+	+	0.649562
Cycad	HandballLeague	+	+	0.649562
Olympics	AmericanFootballLeague	+	+	0.649562
Broadcaster	FictionalCharacter	+	+	0.649562
SportsLeague	GaelicGamesPlayer	+	+	0.720403
FootballMatch	BasketballTeam	+	+	0.649562
School	Journalist	+	+	0.649562
Airline	MountainRange	+	+	0.649562
Cave	Criminal	+	+	0.649562
Spacecraft	Work	+	+	0.649562
EducationalInstitution	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
Astronaut	CricketLeague	+	+	0.649562
Vein	Arachnid	+	+	0.649562
Olympics	Currency	+	+	0.649562
TelevisionEpisode	NaturalPlace	+	+	0.649562
College	Newspaper	+	+	0.671556
WrittenWork	SoccerClub	+	+	0.649562
SnookerChamp	Mammal	+	+	0.649562
Holiday	Stadium	+	+	0.649562
GaelicGamesPlayer	WaterwayTunnel	+	+	0.649562
Boxer	Device	+	+	0.649562
MixedMartialArtsLeague	Locomotive	+	+	0.649562
SpaceMission	WrestlingEvent	+	+	0.649562
InlineHockeyLeague	Judge	+	+	0.649562
AustralianFootballLeague	Album	+	+	0.649562
GovernmentAgency	Restaurant	+	+	0.649562
BasketballLeague	Crustacean	+	+	0.649562
Muscle	Award	+	+	0.649562
Restaurant	VideogamesLeague	+	+	0.649562
Country	Embryology	+	+	0.649562
BritishRoyalty	BaseballLeague	+	+	0.649562
Arachnid	Locomotive	+	+	0.649562
BadmintonPlayer	AcademicJournal	+	+	0.649562
VideoGame	Criminal	+	+	0.512722
River	Play	+	+	0.649562
AustralianFootballLeague	WrittenWork	+	+	0.649562
Animal	MilitaryPerson	+	+	0.649562
RouteOfTransportation	Model	+	+	0.649562
Game	Food	+	+	0.649562
Journalist	BiologicalDatabase	+	+	0.649562
Election	Station	+	+	0.649562
WrestlingEvent	Valley	+	+	0.649562
Olympics	AnatomicalStructure	+	+	0.649562
Film	Software	+	+	0.620871
Monarch	Drug	+	+	0.649562
Bacteria	Theatre	+	+	0.649562
Film	GaelicGamesPlayer	+	+	0.649562
PeriodicalLiterature	School	+	+	0.649562
RadioStation	FootballMatch	+	+	0.649562
President	BritishRoyalty	-	+	0.649562
PeriodicalLiterature	Saint	+	+	0.649562
River	Database	+	+	0.649562
NaturalPlace	Organisation	+	+	0.649562
Restaurant	GridironFootballPlayer	+	+	0.649562
Eukaryote	SkiArea	+	+	0.649562
Canal	WineRegion	+	+	0.649562
CollegeCoach	PoloLeague	+	+	0.512722
Senator	Stadium	+	+	0.720403
Arachnid	Device	+	+	0.649562
Event	Brain	+	+	0.649562
AdultActor	Stadium	+	+	0.649562
BasketballTeam	Device	+	+	0.649562
Valley	ShoppingMall	+	+	0.649562
PlayboyPlaymate	Bridge	+	+	0.649562
Ambassador	Hospital	+	+	0.512722
ChemicalCompound	AmericanFootballTeam	+	+	0.649562
RoadTunnel	VolleyballLeague	+	+	0.649562
GovernmentAgency	Company	+	+	0.649562
Country	RadioStation	+	+	0.649562
Tunnel	BaseballPlayer	+	+	0.649562
Convention	HistoricPlace	+	+	0.649562
Artery	PokerPlayer	+	+	0.649562
Theatre	HandballLeague	+	+	0.649562
Brain	Language	+	+	0.649562
Fungus	NationalCollegiateAthleticAssociationAthlete	+	+	0.649562
FilmFestival	PokerPlayer	+	+	0.649562
Crustacean	SkiArea	+	+	0.649562
Work	Mammal	+	+	0.649562
RecordLabel	SoccerManager	+	+	0.649562
University	LaunchPad	+	+	0.512722
Convention	Ambassador	+	+	0.649562
Race	MusicGenre	+	+	0.649562
MilitaryUnit	Astronaut	+	+	0.649562
Hospital	RoadTunnel	+	+	0.620871
Comedian	Aircraft	+	+	0.620871
GreenAlga	Continent	+	+	0.649562
Scientist	MusicFestival	+	+	0.649562
Musical	City	+	+	0.649562
Arachnid	Currency	+	+	0.649562
ResearchProject	Theatre	+	+	0.649562
Plant	SpeedwayLeague	+	+	0.649562
Language	Lymph	+	+	0.649562
MixedMartialArtsLeague	GolfPlayer	+	+	0.649562
Cardinal	WomensTennisAssociationTournament	+	+	0.649562
Fern	PeriodicalLiterature	+	+	0.649562
Building	PoliticalParty	+	+	0.512722
SpeedwayTeam	AdministrativeRegion	+	+	0.649562
TelevisionEpisode	Amphibian	+	+	0.649562
AutoRacingLeague	HockeyTeam	+	+	0.649562
Fungus	ProgrammingLanguage	+	+	0.720403
Muscle	SnookerPlayer	+	+	0.649562
NascarDriver	FormulaOneRacer	-	+	0.649562
CanadianFootballLeague	Artery	+	+	0.649562
MilitaryUnit	Rocket	+	+	0.649562
LunarCrater	Bone	+	+	0.649562
ClubMoss	LacrosseLeague	+	+	0.649562
Election	RoadJunction	+	+	0.649562
Stadium	SoccerManager	+	+	0.649562
BasketballLeague	Device	+	+	0.649562
Journalist	Astronaut	-	+	0.649562
Criminal	SnookerPlayer	-	+	0.649562
Single	GridironFootballPlayer	+	+	0.649562
Journalist	Tunnel	+	+	0.649562
GivenName	VideoGame	+	+	0.512722
MemberOfParliament	Amphibian	+	+	0.649562
BritishRoyalty	SoccerClub	+	+	0.649562
ProgrammingLanguage	EducationalInstitution	+	+	0.720403
Project	Amphibian	+	+	0.620871
Canal	GovernmentAgency	+	+	0.649562
Monument	Conifer	+	+	0.649562
Legislature	President	+	+	0.649562
WaterwayTunnel	Mountain	+	+	0.649562
Philosopher	Brain	+	+	0.649562
Museum	ChristianBishop	+	+	0.649562
InlineHockeyLeague	Monarch	+	+	0.649562
Bacteria	BritishRoyalty	+	+	0.649562
Database	SportsTeam	+	+	0.649562
EurovisionSongContestEntry	Cave	+	+	0.649562
WineRegion	Actor	+	+	0.649562
Cave	WomensTennisAssociationTournament	+	+	0.649562
Non-ProfitOrganisation	Reptile	+	+	0.649562
River	SportsLeague	+	+	0.512722
Congressman	Vein	+	+	0.649562
MusicGenre	EducationalInstitution	+	+	0.649562
Amphibian	Work	+	+	0.649562
TradeUnion	Valley	+	+	0.649562
Bone	Vein	+	+	0.649562
Holiday	GrandPrix	+	+	0.649562
Magazine	Non-ProfitOrganisation	+	+	0.649562
College	BaseballLeague	+	+	0.512722
Mollusca	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
RoadJunction	Boxer	+	+	0.649562
Lighthouse	HockeyTeam	+	+	0.649562
NaturalPlace	Road	+	+	0.649562
BasketballTeam	Song	+	+	0.649562
TelevisionShow	GolfLeague	+	+	0.649562
SupremeCourtOfTheUnitedStatesCase	Software	+	+	0.649562
Cricketer	Restaurant	+	+	0.649562
Spacecraft	PoloLeague	+	+	0.720403
GolfLeague	Village	+	+	0.512722
GaelicGamesPlayer	SportsTeam	+	+	0.649562
GolfLeague	WorldHeritageSite	+	+	0.720403
HistoricBuilding	Bacteria	+	+	0.512722
Saint	Magazine	+	+	0.649562
Book	BadmintonPlayer	+	+	0.649562
Food	Hotel	+	+	0.649562
Town	Moss	+	+	0.671556
ArchitecturalStructure	IceHockeyLeague	+	+	0.649562
Race	Conifer	+	+	0.649562
BadmintonPlayer	Bridge	+	+	0.649562
Aircraft	Mountain	+	+	0.649562
Disease	Database	+	+	0.649562
SnookerWorldRanking	MusicalArtist	+	+	0.649562
School	MixedMartialArtsEvent	+	+	0.649562
RugbyPlayer	City	+	+	0.649562
TennisLeague	SoftballLeague	+	+	0.649562
RouteOfTransportation	Congressman	+	+	0.649562
SpaceShuttle	Theatre	+	+	0.649562
IceHockeyLeague	RecordLabel	+	+	0.649562
CricketLeague	GaelicGamesPlayer	+	+	0.649562
NascarDriver	Beverage	+	+	0.649562
NascarDriver	AmericanFootballLeague	+	+	0.649562
Convention	ShoppingMall	+	+	0.649562
Artist	Broadcaster	+	+	0.649562
AmericanFootballTeam	ClubMoss	+	+	0.649562
MixedMartialArtsEvent	Database	+	+	0.649562
ProgrammingLanguage	TelevisionShow	+	+	0.649562
TennisPlayer	Fern	+	+	0.649562
MotorcycleRacingLeague	TennisPlayer	+	+	0.649562
Brain	Park	+	+	0.649562
Locomotive	GreenAlga	+	+	0.649562
Athlete	AutoRacingLeague	+	+	0.649562
ChemicalSubstance	Mayor	+	+	0.720403
Rocket	SnookerChamp	+	+	0.649562
Island	FictionalCharacter	+	+	0.649562
Nerve	BroadcastNetwork	+	+	0.649562
MountainRange	CollegeCoach	+	+	0.649562
InlineHockeyLeague	NascarDriver	+	+	0.649562
Device	Senator	+	+	0.649562
SpaceMission	Stream	+	+	0.649562
OfficeHolder	ResearchProject	+	+	0.649562
WaterwayTunnel	Hospital	+	+	0.649562
PoloLeague	BadmintonPlayer	+	+	0.649562
LacrosseLeague	Mollusca	+	+	0.649562
MusicalWork	Song	-	+	0.649562
Person	FigureSkater	-	+	0.620871
PeriodicalLiterature	InlineHockeyLeague	+	+	0.649562
MusicGenre	Convention	+	+	0.649562
TradeUnion	PeriodicalLiterature	+	+	0.649562
Model	MusicFestival	+	+	0.649562
SkiArea	TelevisionEpisode	+	+	0.649562
IceHockeyLeague	University	+	+	0.649562
Cyclist	Bone	+	+	0.649562
PersonFunction	BritishRoyalty	+	+	0.649562
BiologicalDatabase	LacrosseLeague	+	+	0.649562
Cycad	Mountain	+	+	0.649562
SpaceMission	CanadianFootballLeague	+	+	0.649562
NascarDriver	Muscle	+	+	0.649562
NaturalPlace	Work	+	+	0.649562
AnatomicalStructure	Architect	+	+	0.512722
BadmintonPlayer	School	+	+	0.649562
Valley	BroadcastNetwork	+	+	0.649562
Single	TradeUnion	+	+	0.649562
YearInSpaceflight	Bridge	+	+	0.649562
AmericanFootballPlayer	Conifer	+	+	0.649562
Congressman	Restaurant	+	+	0.649562
CanadianFootballLeague	Software	+	+	0.649562
Software	Spacecraft	+	+	0.620871
GrandPrix	SpaceShuttle	+	+	0.649562
IceHockeyLeague	Muscle	+	+	0.649562
AustralianFootballLeague	BiologicalDatabase	+	+	0.649562
FictionalCharacter	Mollusca	+	+	0.649562
Place	Airport	-	+	0.649562
PlayboyPlaymate	College	+	+	0.649562
Monarch	Settlement	+	+	0.512722
Crustacean	College	+	+	0.649562
AustralianFootballLeague	TelevisionStation	+	+	0.649562
AmericanFootballPlayer	Comedian	-	+	0.649562
BodyOfWater	WineRegion	+	+	0.649562
SnookerChamp	Bird	+	+	0.649562
YearInSpaceflight	TelevisionShow	+	+	0.649562
Fungus	Olympics	+	+	0.649562
Bridge	Cycad	+	+	0.649562
BasketballLeague	Sport	+	+	0.649562
Race	Airline	+	+	0.649562
Gnetophytes	GolfPlayer	+	+	0.649562
MusicalWork	Arachnid	+	+	0.649562
RecordLabel	Theatre	+	+	0.649562
BroadcastNetwork	PopulatedPlace	+	+	0.649562
Monument	InlineHockeyLeague	+	+	0.649562
SoftballLeague	Moss	+	+	0.720403
Album	Road	+	+	0.649562
Saint	BasketballLeague	+	+	0.649562
Hotel	Building	-	+	0.649562
NaturalPlace	MilitaryPerson	+	+	0.649562
GrandPrix	Film	+	+	0.649562
WorldHeritageSite	SoccerLeague	+	+	0.649562
Holiday	Muscle	+	+	0.649562
Place	SportsEvent	+	+	0.620871
Race	ChristianBishop	+	+	0.649562
RadioStation	Cleric	+	+	0.649562
Cycad	IceHockeyPlayer	+	+	0.649562
Place	Mammal	+	+	0.620871
Race	GaelicGamesPlayer	+	+	0.649562
Weapon	Artery	+	+	0.649562
SpaceShuttle	Athlete	+	+	0.649562
SoccerManager	NascarDriver	-	+	0.649562
CollegeCoach	Politician	-	+	0.649562
Automobile	Lighthouse	+	+	0.649562
PoliticalParty	Conifer	+	+	0.649562
BaseballLeague	Muscle	+	+	0.512722
Broadcaster	Work	+	+	0.649562
Muscle	Fish	+	+	0.649562
MilitaryConflict	Country	+	+	0.649562
HistoricBuilding	Website	+	+	0.649562
BiologicalDatabase	ChemicalSubstance	+	+	0.649562
Writer	Town	+	+	0.671556
Species	Park	+	+	0.649562
EducationalInstitution	Philosopher	+	+	0.649562
WaterwayTunnel	YearInSpaceflight	+	+	0.649562
Station	BaseballPlayer	+	+	0.649562
Tunnel	Film	+	+	0.649562
Play	GolfPlayer	+	+	0.649562
Brain	Olympics	+	+	0.649562
Project	SoccerManager	+	+	0.649562
BodyOfWater	Actor	+	+	0.649562
AcademicJournal	IceHockeyLeague	+	+	0.649562
Musical	PopulatedPlace	+	+	0.649562
FigureSkater	Building	+	+	0.620871
ResearchProject	Island	+	+	0.649562
Mayor	TradeUnion	+	+	0.512722
AmericanFootballTeam	SnookerWorldRanking	+	+	0.649562
MusicGenre	ChemicalSubstance	+	+	0.649562
Gnetophytes	Architect	+	+	0.649562
SportsEvent	OlympicResult	+	+	0.649562
BroadcastNetwork	Comedian	+	+	0.649562
Book	Nerve	+	+	0.649562
SoccerClub	MusicalWork	+	+	0.649562
PopulatedPlace	EurovisionSongContestEntry	+	+	0.649562
AmericanFootballPlayer	OlympicResult	+	+	0.649562
SupremeCourtOfTheUnitedStatesCase	Election	+	+	0.649562
Ginkgo	Fish	+	+	0.649562
MemberOfParliament	Drug	+	+	0.649562
WorldHeritageSite	ArchitecturalStructure	-	+	0.649562
CanadianFootballTeam	Brain	+	+	0.649562
WrittenWork	Bridge	+	+	0.649562
SportsTeam	Holiday	+	+	0.649562
River	HandballLeague	+	+	0.649562
Park	Infrastructure	+	+	0.649562
VolleyballLeague	Rocket	+	+	0.649562
Election	Legislature	+	+	0.649562
Monarch	RoadTunnel	+	+	0.649562
RugbyLeague	PokerPlayer	+	+	0.649562
SoftballLeague	FootballMatch	+	+	0.649562
CricketLeague	RailwayTunnel	+	+	0.649562
ProtectedArea	Software	+	+	0.649562
AutoRacingLeague	GreenAlga	+	+	0.649562
Database	Automobile	+	+	0.649562
RadioStation	MusicFestival	+	+	0.649562
Website	ResearchProject	+	+	0.649562
TradeUnion	Embryology	+	+	0.649562
Bacteria	BaseballPlayer	+	+	0.649562
Tunnel	Architect	+	+	0.649562
Model	Insect	+	+	0.649562
Race	Artist	+	+	0.649562
PublicTransitSystem	Plant	+	+	0.512722
WrestlingEvent	ComicsCharacter	+	+	0.649562
ChemicalSubstance	Game	+	+	0.649562
TradeUnion	LunarCrater	+	+	0.649562
PrimeMinister	FigureSkater	-	+	0.649562
RugbyPlayer	Album	+	+	0.649562
Athlete	TelevisionEpisode	+	+	0.649562
EducationalInstitution	PoliticalParty	+	+	0.720403
YearInSpaceflight	BadmintonPlayer	+	+	0.649562
BodyOfWater	Bone	+	+	0.649562
City	SoccerPlayer	+	+	0.649562
Arachnid	ProgrammingLanguage	+	+	0.649562
Airline	MemberOfParliament	+	+	0.512722
LacrosseLeague	SpaceStation	+	+	0.649562
Canal	Stadium	+	+	0.512722
VideogamesLeague	Settlement	+	+	0.649562
MixedMartialArtsEvent	Amphibian	+	+	0.649562
Artist	SoccerPlayer	-	+	0.649562
Lymph	Bacteria	+	+	0.649562
Cleric	Actor	-	+	0.649562
RecordLabel	ProgrammingLanguage	+	+	0.649562
CricketLeague	PoloLeague	+	+	0.649562
Insect	Monument	+	+	0.512722
Software	CanadianFootballTeam	+	+	0.649562
CricketLeague	Planet	+	+	0.649562
Crustacean	FootballMatch	+	+	0.649562
ChemicalSubstance	Mountain	+	+	0.720403
MeanOfTransportation	Album	+	+	0.649562
City	LegalCase	+	+	0.649562
SpeedwayTeam	MusicGenre	+	+	0.649562
WrestlingEvent	Ginkgo	+	+	0.649562
PokerPlayer	EthnicGroup	+	+	0.649562
Canal	MountainRange	+	+	0.649562
HistoricPlace	FictionalCharacter	+	+	0.649562
MilitaryUnit	Aircraft	+	+	0.620871
Ambassador	Criminal	-	+	0.649562
CanadianFootballTeam	SportsEvent	+	+	0.649562
Eukaryote	Convention	+	+	0.649562
Locomotive	Bridge	+	+	0.649562
FormulaOneRacer	Island	+	+	0.649562
Insect	Artery	+	+	0.649562
SnookerChamp	Model	-	+	0.649562
HockeyTeam	TradeUnion	+	+	0.649562
ClubMoss	PlayboyPlaymate	+	+	0.649562
OlympicResult	Election	+	+	0.649562
Currency	Journalist	+	+	0.649562
MartialArtist	School	+	+	0.671556
Grape	Artery	+	+	0.649562
Canal	Bone	+	+	0.649562
Lake	Lymph	+	+	0.649562
Airline	EurovisionSongContestEntry	+	+	0.649562
Award	Archaea	+	+	0.649562
VideogamesLeague	NascarDriver	+	+	0.649562
BiologicalDatabase	ResearchProject	+	+	0.649562
Organisation	Magazine	+	+	0.649562
PowerStation	GrandPrix	+	+	0.649562
Reptile	Model	+	+	0.649562
OlympicResult	Muscle	+	+	0.512722
Plant	AcademicJournal	+	+	0.649562
MixedMartialArtsLeague	Brain	+	+	0.649562
Park	Wrestler	+	+	0.649562
Cave	MusicGenre	+	+	0.649562
Park	TelevisionShow	+	+	0.649562
CricketLeague	Event	+	+	0.649562
Moss	LaunchPad	+	+	0.512722
RecordLabel	Cyclist	+	+	0.649562
AmericanFootballPlayer	Drug	+	+	0.649562
MusicalArtist	Lighthouse	+	+	0.649562
Artery	HandballLeague	+	+	0.649562
Protein	Activity	+	+	0.620871
VideoGame	ArchitecturalStructure	+	+	0.649562
Lake	Organisation	+	+	0.649562
Newspaper	Village	+	+	0.671556
PopulatedPlace	MilitaryUnit	+	+	0.649562
GaelicGamesPlayer	Weapon	+	+	0.649562
RadioStation	ComicsCreator	+	+	0.649562
SpaceStation	OlympicResult	+	+	0.649562
Award	Currency	+	+	0.649562
Bridge	Fungus	+	+	0.649562
Canal	Fungus	+	+	0.671556
Congressman	GolfPlayer	-	+	0.649562
Chancellor	Gnetophytes	+	+	0.649562
Settlement	Cricketer	+	+	0.649562
Lymph	FictionalCharacter	+	+	0.649562
FieldHockeyLeague	Governor	+	+	0.649562
River	Musical	+	+	0.649562
EthnicGroup	Event	+	+	0.649562
Cardinal	MusicalArtist	-	+	0.649562
Event	Place	+	+	0.649562
Magazine	AmericanFootballTeam	+	+	0.649562
Park	Amphibian	+	+	0.649562
BiologicalDatabase	WrittenWork	+	+	0.649562
Artist	Judge	-	+	0.512722
RugbyLeague	FilmFestival	+	+	0.649562
TelevisionStation	Continent	+	+	0.649562
Device	Insect	+	+	0.542910
IceHockeyPlayer	Boxer	-	+	0.649562
Automobile	AdministrativeRegion	+	+	0.649562
River	Name	+	+	0.649562
Broadcaster	RouteOfTransportation	+	+	0.649562
AnatomicalStructure	Magazine	+	+	0.649562
Mammal	FloweringPlant	+	+	0.512722
PowerStation	Hotel	+	+	0.649562
Stadium	Airport	+	+	0.512722
MilitaryConflict	Airline	+	+	0.649562
RecordLabel	Artery	+	+	0.649562
TennisPlayer	ProtectedArea	+	+	0.649562
FigureSkater	TradeUnion	+	+	0.649562
Settlement	FloweringPlant	+	+	0.512722
SupremeCourtOfTheUnitedStatesCase	Spacecraft	+	+	0.649562
Model	RugbyPlayer	-	+	0.649562
FootballMatch	Theatre	+	+	0.649562
AcademicJournal	FictionalCharacter	+	+	0.649562
Colour	HistoricPlace	+	+	0.649562
Vein	ProgrammingLanguage	+	+	0.649562
Beverage	PoliticalParty	+	+	0.649562
SpaceShuttle	Brain	+	+	0.649562
Stadium	AnatomicalStructure	+	+	0.512722
PublicTransitSystem	SoccerPlayer	+	+	0.649562
WomensTennisAssociationTournament	MusicGenre	+	+	0.649562
Vein	Beverage	+	+	0.649562
FilmFestival	MartialArtist	+	+	0.649562
Town	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
Monument	Legislature	+	+	0.649562
Brain	RailwayTunnel	+	+	0.649562
BroadcastNetwork	AdministrativeRegion	+	+	0.649562
Vein	Magazine	+	+	0.649562
Cycad	SpeedwayTeam	+	+	0.649562
BasketballTeam	Stream	+	-	0.105954
Book	Non-ProfitOrganisation	+	+	0.649562
WineRegion	Station	+	+	0.649562
Musical	SpeedwayLeague	+	+	0.649562
PeriodicalLiterature	Cycad	+	+	0.649562
Saint	MusicalWork	+	+	0.649562
Mammal	Currency	+	+	0.512722
Database	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
CollegeCoach	TradeUnion	+	+	0.512722
Writer	SoccerLeague	+	+	0.649562
MilitaryUnit	PlayboyPlaymate	+	+	0.649562
Reptile	Newspaper	+	+	0.874619
IceHockeyLeague	CollegeCoach	+	+	0.649562
Broadcaster	Moss	+	+	0.649562
GreenAlga	Embryology	+	+	0.649562
GridironFootballPlayer	SoccerManager	-	+	0.649562
Award	Race	+	+	0.649562
ResearchProject	GolfLeague	+	+	0.649562
Monarch	Fungus	+	+	0.537164
BasketballLeague	Fern	+	+	0.649562
Cycad	Cyclist	+	+	0.649562
Philosopher	AdultActor	-	+	0.649562
SupremeCourtOfTheUnitedStatesCase	RailwayLine	+	+	0.649562
Fungus	Language	+	+	0.922514
MountainRange	HandballLeague	+	+	0.649562
Writer	LunarCrater	+	+	0.649562
GivenName	Fungus	+	+	0.512722
SoccerClub	GridironFootballPlayer	+	+	0.649562
Bacteria	GreenAlga	+	+	0.649562
WaterwayTunnel	Place	-	+	0.649562
Plant	SoftballLeague	+	+	0.512722
Mayor	Cardinal	-	+	0.649562
Crustacean	YearInSpaceflight	+	+	0.649562
GaelicGamesPlayer	Island	+	+	0.649562
Planet	GridironFootballPlayer	+	+	0.649562
Mollusca	SoftballLeague	+	+	0.512722
PowerStation	AutoRacingLeague	+	+	0.649562
Website	Convention	+	+	0.649562
Airline	Actor	+	+	0.649562
Weapon	BaseballPlayer	+	+	0.649562
HistoricPlace	VolleyballLeague	+	+	0.649562
SoccerPlayer	BasketballLeague	+	+	0.649562
ComicsCreator	MeanOfTransportation	+	+	0.649562
NascarDriver	MilitaryPerson	-	+	0.649562
EurovisionSongContestEntry	VideoGame	+	+	0.649562
WrestlingEvent	BasketballPlayer	+	+	0.649562
Cyclist	Album	+	+	0.649562
FilmFestival	BasketballTeam	+	+	0.649562
Model	Project	+	+	0.649562
MemberOfParliament	Road	+	+	0.649562
MusicalArtist	Legislature	+	+	0.649562
Fish	Rocket	+	+	0.649562
Moss	Judge	+	+	0.512722
SpaceMission	LaunchPad	+	+	0.649562
LegalCase	YearInSpaceflight	+	+	0.649562
SportsLeague	ChemicalSubstance	+	+	0.720403
Hotel	Automobile	+	+	0.649562
ClubMoss	SnookerPlayer	+	+	0.649562
Locomotive	MilitaryConflict	+	+	0.649562
Race	SoccerPlayer	+	+	0.649562
EurovisionSongContestEntry	Book	+	+	0.649562
MotorcycleRacingLeague	Settlement	+	+	0.649562
NationalCollegiateAthleticAssociationAthlete	Embryology	+	+	0.649562
BaseballLeague	Mammal	+	+	0.512722
Athlete	CricketLeague	+	+	0.649562
Bone	Station	+	+	0.649562
RadioStation	SoccerClub	+	+	0.649562
BasketballLeague	Food	+	+	0.649562
Valley	MartialArtist	+	+	0.649562
AdministrativeRegion	Ginkgo	+	+	0.649562
Insect	Colour	+	+	0.649562
ProtectedArea	Brain	+	+	0.649562
Brain	Stream	+	+	0.649562
Tunnel	City	+	+	0.649562
AutomobileEngine	Non-ProfitOrganisation	+	+	0.649562
Settlement	AmericanFootballPlayer	+	+	0.649562
Senator	Cardinal	-	+	0.649562
SoftballLeague	Legislature	+	+	0.649562
PersonFunction	TelevisionShow	+	+	0.649562
Olympics	Holiday	+	+	0.649562
Crustacean	MusicFestival	+	+	0.649562
Writer	EducationalInstitution	+	+	0.512722
Theatre	VideogamesLeague	+	+	0.649562
GivenName	GrandPrix	+	+	0.649562
ComicsCreator	ChemicalSubstance	+	+	0.649562
Ginkgo	SnookerWorldRanking	+	+	0.649562
Magazine	Village	+	+	0.649562
AustralianRulesFootballPlayer	Saint	-	+	0.649562
MilitaryPerson	PrimeMinister	-	+	0.649562
Settlement	Song	+	+	0.649562
AustralianRulesFootballPlayer	AcademicJournal	+	+	0.649562
Lighthouse	Saint	+	+	0.512722
Event	Game	+	+	0.649562
College	Single	+	+	0.649562
Cyclist	Nerve	+	+	0.649562
Newspaper	Game	+	+	0.649562
Race	Place	+	+	0.649562
GivenName	GovernmentAgency	+	+	0.649562
Cycad	ComicsCreator	+	+	0.649562
Protein	GolfPlayer	+	+	0.649562
Politician	PublicTransitSystem	+	+	0.649562
SpeedwayLeague	AdultActor	+	+	0.649562
Country	Judge	+	+	0.782127
FilmFestival	Grape	+	+	0.649562
Book	Legislature	+	+	0.649562
Criminal	Island	+	+	0.512722
Brain	PoloLeague	+	+	0.649562
SoftballLeague	Cleric	+	+	0.649562
Chancellor	Arachnid	+	+	0.649562
MilitaryConflict	Software	+	+	0.649562
Play	Infrastructure	+	+	0.649562
Politician	Nerve	+	+	0.649562
RailwayLine	FigureSkater	+	+	0.649562
WrestlingEvent	IceHockeyPlayer	+	+	0.649562
EurovisionSongContestEntry	FigureSkater	+	+	0.649562
HistoricPlace	Drug	+	+	0.620871
Town	Cycad	+	+	0.512722
Artery	Language	+	+	0.649562
Settlement	Restaurant	+	+	0.649562
Cyclist	BroadcastNetwork	+	+	0.649562
Museum	SupremeCourtOfTheUnitedStatesCase	+	+	0.649562
Game	Reptile	+	+	0.649562
Criminal	Canal	+	+	0.649562
SoccerManager	Play	+	+	0.649562
Monarch	Politician	-	+	0.649562
NaturalPlace	LunarCrater	-	+	0.649562
CollegeCoach	Broadcaster	+	+	0.649562
Currency	Hotel	+	+	0.649562
WomensTennisAssociationTournament	University	+	+	0.649562
HistoricBuilding	GrandPrix	+	+	0.649562
Mollusca	Stadium	+	+	0.512722
Olympics	AutoRacingLeague	+	+	0.649562
Planet	VideogamesLeague	+	+	0.649562
Bone	AnatomicalStructure	-	+	0.649562
IceHockeyPlayer	PrimeMinister	-	+	0.649562
Crustacean	Artery	+	+	0.649562
Writer	Mayor	-	+	0.512722
BroadcastNetwork	Beverage	+	+	0.649562
ChemicalSubstance	AutoRacingLeague	+	+	0.720403
BritishRoyalty	Criminal	-	+	0.649562
HockeyTeam	PoloLeague	+	+	0.649562
GridironFootballPlayer	MusicGenre	+	+	0.649562
Building	Chancellor	+	+	0.649562
VideoGame	RugbyLeague	+	+	0.649562
Gnetophytes	Person	+	+	0.649562
Village	BroadcastNetwork	+	+	0.649562
Mayor	Album	+	+	0.649562
Writer	PokerPlayer	-	+	0.649562
HistoricBuilding	IceHockeyLeague	+	+	0.649562
Olympics	CricketLeague	+	+	0.649562
Magazine	Race	+	+	0.649562
BaseballLeague	NaturalPlace	+	+	0.649562
MilitaryUnit	Boxer	+	+	0.649562
BasketballTeam	NascarDriver	+	+	0.649562
Newspaper	Currency	+	+	0.512722
Philosopher	Album	+	+	0.620871
BaseballPlayer	MilitaryConflict	+	+	0.649562
Species	FictionalCharacter	+	+	0.649562
Station	Race	+	+	0.649562
RoadTunnel	ResearchProject	+	+	0.649562
Scientist	AdultActor	-	+	0.649562
OlympicResult	MilitaryUnit	+	+	0.649562
Museum	SnookerChamp	+	+	0.649562
BritishRoyalty	Philosopher	-	+	0.649562
AustralianFootballLeague	Philosopher	+	+	0.649562
GridironFootballPlayer	College	+	+	0.649562
Scientist	Cycad	+	+	0.649562
Senator	Legislature	+	+	0.649562
ArchitecturalStructure	Place	-	+	0.649562
Species	RugbyPlayer	+	+	0.649562
