concept1	concept2	correctclass	ledaclass	conf
Work	AustralianFootballLeague	+	+	0.666200
Company	Weapon	+	+	0.933918
Park	Olympics	+	+	0.978717
AcademicJournal	College	+	+	0.666200
SoftballLeague	Book	+	+	0.666200
Website	NascarDriver	+	+	0.666200
LaunchPad	GridironFootballPlayer	+	+	0.666200
Tunnel	NascarDriver	+	+	0.666200
WrittenWork	GolfPlayer	+	+	0.666200
MusicFestival	RugbyLeague	+	+	0.666200
TelevisionStation	Activity	+	+	0.666200
Spacecraft	CanadianFootballLeague	+	+	0.666200
Musical	Mammal	+	+	0.879299
BasketballPlayer	Sport	+	+	0.666200
VolleyballLeague	NascarDriver	+	+	0.666200
Airport	Band	+	+	0.738976
RouteOfTransportation	Activity	+	+	0.666200
Legislature	Stream	+	+	0.846958
BiologicalDatabase	Theatre	+	+	0.666200
AutomobileEngine	AmericanFootballPlayer	+	+	0.666200
Work	ArchitecturalStructure	+	+	0.666200
RadioStation	Artist	+	+	0.666200
AmericanFootballPlayer	Stadium	+	+	0.666200
CanadianFootballTeam	Legislature	+	+	0.666200
AdministrativeRegion	AmericanFootballPlayer	+	+	0.666200
Amphibian	BritishRoyalty	+	+	0.666200
Spacecraft	Station	+	+	0.576393
Cleric	SnookerPlayer	-	+	0.666200
Architect	Chancellor	-	+	0.841947
Software	BasketballLeague	+	+	0.666200
GaelicGamesPlayer	BroadcastNetwork	+	+	0.666200
Project	Reptile	+	+	0.978717
Library	Fern	+	+	0.576393
RecordLabel	River	+	+	0.666200
ArchitecturalStructure	SpaceMission	+	+	0.666200
SpeedwayTeam	Amphibian	+	+	0.666200
SupremeCourtOfTheUnitedStatesCase	SportsLeague	+	+	0.666200
Crustacean	Convention	+	+	0.978717
Language	Food	+	+	0.830817
Embryology	School	+	+	0.783079
Moss	ChristianBishop	+	+	0.666200
Weapon	Ginkgo	+	+	0.933918
Crustacean	WorldHeritageSite	+	+	0.666200
MixedMartialArtsLeague	GolfLeague	+	+	0.507089
AustralianRulesFootballPlayer	CanadianFootballTeam	+	+	0.507089
Election	Philosopher	+	+	0.978717
Single	WaterwayTunnel	+	+	0.666200
Hospital	Crustacean	+	+	0.933918
Musical	Holiday	+	+	0.990639
Wrestler	Monument	+	+	0.841947
Crustacean	Place	+	+	0.933918
Cycad	MilitaryUnit	+	+	0.666200
Astronaut	River	+	+	0.783079
Station	Hospital	+	+	0.675950
GridironFootballPlayer	Broadcaster	+	+	0.666200
Saint	AcademicJournal	+	+	0.666200
AcademicJournal	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
EducationalInstitution	TelevisionShow	+	+	0.666200
Artery	Play	+	+	0.978717
Insect	Conifer	+	-	0.400536
Aircraft	Game	+	+	0.830817
Planet	Bridge	+	+	0.841947
Project	SoccerLeague	+	+	0.666200
AdministrativeRegion	Website	+	+	0.666200
Book	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
Broadcaster	TelevisionShow	+	+	0.666200
TennisLeague	Amphibian	+	+	0.666200
ChemicalSubstance	ProtectedArea	+	+	0.666200
Town	BodyOfWater	+	+	0.666200
Canal	Cardinal	+	+	0.546143
ShoppingMall	Insect	+	+	0.666200
Convention	PowerStation	+	+	0.507089
MilitaryUnit	TelevisionShow	+	+	0.666200
SupremeCourtOfTheUnitedStatesCase	SoccerPlayer	+	+	0.666200
GridironFootballPlayer	Event	+	+	0.666200
TennisPlayer	Comedian	-	+	0.666200
RailwayLine	Cycad	+	+	0.666200
OfficeHolder	Monument	+	+	0.841947
CollegeCoach	Cricketer	-	+	0.666200
Song	Protein	+	+	0.933918
School	Writer	+	+	0.830817
Artery	MilitaryConflict	+	+	0.666200
Tunnel	Name	+	+	0.933918
Animal	Arachnid	-	-	0.456360
PowerStation	Infrastructure	-	+	0.666200
RailwayTunnel	FictionalCharacter	+	+	0.666200
Bridge	WineRegion	+	+	0.666200
AustralianRulesFootballPlayer	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
Insect	Lake	+	+	0.639336
BasketballLeague	SportsEvent	+	+	0.666200
ChemicalCompound	Lighthouse	+	+	0.666200
Person	FilmFestival	+	+	0.666200
Continent	MusicalArtist	+	+	0.666200
Bridge	CricketLeague	+	+	0.666200
SoftballLeague	Game	+	+	0.666200
EurovisionSongContestEntry	BodyOfWater	+	+	0.666200
AdministrativeRegion	RoadTunnel	+	+	0.666200
AustralianFootballLeague	Fish	+	+	0.666200
Film	ChemicalSubstance	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	Artery	+	+	0.666200
Planet	Comedian	+	+	0.975094
SportsTeam	Olympics	+	+	0.666200
Animal	CricketLeague	+	+	0.666200
Colour	Bacteria	+	+	0.933918
AdultActor	SkiArea	+	+	0.666200
VideogamesLeague	Race	+	+	0.666200
TelevisionStation	Database	+	+	0.666200
MusicalArtist	AnatomicalStructure	+	+	0.666200
FormulaOneRacer	Convention	+	+	0.666200
Stadium	Writer	+	+	0.841947
MixedMartialArtsEvent	Work	+	+	0.666200
RailwayTunnel	CanadianFootballTeam	+	+	0.666200
School	SoccerClub	+	+	0.666200
Monument	TelevisionEpisode	+	+	0.666200
WrestlingEvent	GaelicGamesPlayer	+	+	0.666200
Place	LacrosseLeague	+	+	0.666200
AmericanFootballTeam	RecordLabel	+	+	0.666200
Gnetophytes	Comedian	+	+	0.666200
Wrestler	Station	+	+	0.841947
OlympicResult	IceHockeyLeague	+	+	0.666200
Criminal	PlayboyPlaymate	-	+	0.666200
WomensTennisAssociationTournament	Comedian	+	+	0.666200
WrittenWork	Broadcaster	+	+	0.666200
GreenAlga	Beverage	+	+	0.666200
Locomotive	Mollusca	+	+	0.964325
SpeedwayLeague	Stadium	+	+	0.666200
MotorcycleRacingLeague	President	+	+	0.666200
CanadianFootballTeam	Sport	+	+	0.666200
LacrosseLeague	ResearchProject	+	+	0.666200
Locomotive	GaelicGamesPlayer	+	+	0.666200
President	Cave	+	+	0.841947
Settlement	AustralianFootballLeague	+	+	0.666200
Race	MusicalWork	+	+	0.666200
MilitaryUnit	Mayor	+	+	0.666200
Cricketer	Person	-	+	0.648719
Congressman	EducationalInstitution	+	+	0.666200
Restaurant	PoloLeague	+	+	0.666200
Theatre	Legislature	+	+	0.879299
AmericanFootballLeague	VideogamesLeague	+	+	0.507089
ShoppingMall	Locomotive	+	+	0.666200
Monument	Convention	+	+	0.978717
BiologicalDatabase	Artist	+	+	0.666200
FormulaOneRacer	SoccerClub	+	+	0.666200
Brain	YearInSpaceflight	+	+	0.666200
Company	River	+	+	0.933918
Ship	ChristianBishop	+	+	0.666200
Name	Band	+	-	0.400536
Game	WineRegion	+	+	0.666200
Species	MartialArtist	+	+	0.666200
ShoppingMall	Cycad	+	+	0.666200
BaseballLeague	GreenAlga	+	+	0.666200
Astronaut	Gnetophytes	+	+	0.666200
ProtectedArea	Convention	+	+	0.666200
NationalCollegiateAthleticAssociationAthlete	FootballMatch	+	+	0.666200
TelevisionStation	AdministrativeRegion	+	+	0.507089
VideogamesLeague	Sport	+	+	0.666200
Boxer	HockeyTeam	+	+	0.666200
AnatomicalStructure	Musical	+	+	0.666200
Place	ComicsCreator	+	+	0.666200
Artist	Tunnel	+	+	0.975094
Brain	TelevisionStation	+	+	0.666200
Rocket	Holiday	+	+	0.859973
TennisPlayer	MemberOfParliament	-	+	0.666200
Non-ProfitOrganisation	SnookerWorldRanking	+	+	0.666200
AustralianRulesFootballPlayer	CricketLeague	+	+	0.666200
SkiArea	ComicsCreator	+	+	0.666200
SoccerPlayer	VideoGame	+	+	0.666200
Wrestler	Colour	+	+	0.933918
Olympics	Infrastructure	+	+	0.783079
Magazine	Tunnel	+	+	0.675950
ComicsCreator	Eukaryote	+	+	0.666200
TelevisionStation	RailwayTunnel	+	+	0.666200
OfficeHolder	SpeedwayTeam	+	+	0.666200
Currency	Software	+	+	0.933918
OfficeHolder	PopulatedPlace	+	+	0.666200
SpeedwayTeam	RoadJunction	+	+	0.666200
RugbyLeague	Philosopher	+	+	0.666200
SoccerLeague	GreenAlga	+	+	0.666200
FilmFestival	IceHockeyPlayer	+	+	0.666200
River	InlineHockeyLeague	+	+	0.666200
PersonFunction	SoccerManager	+	+	0.666200
AutoRacingLeague	SoccerLeague	+	-	0.145250
Artery	SoccerLeague	+	+	0.666200
Award	ShoppingMall	+	+	0.666200
FormulaOneRacer	Disease	+	+	0.666200
CanadianFootballTeam	MusicalWork	+	+	0.666200
University	TelevisionEpisode	+	+	0.666200
Island	RugbyLeague	+	+	0.666200
PlayboyPlaymate	HistoricPlace	+	+	0.666200
ArchitecturalStructure	ClubMoss	+	+	0.666200
YearInSpaceflight	Automobile	+	+	0.666200
Senator	Airline	+	+	0.783079
TelevisionShow	TelevisionStation	+	-	0.145250
RugbyLeague	WomensTennisAssociationTournament	+	+	0.666200
Project	AutomobileEngine	+	+	0.666200
Broadcaster	BasketballLeague	+	+	0.666200
ChristianBishop	EducationalInstitution	+	+	0.666200
Scientist	Song	+	+	0.978717
Cleric	Amphibian	+	+	0.841947
Museum	GaelicGamesPlayer	+	+	0.666200
HandballLeague	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
AmericanFootballPlayer	GridironFootballPlayer	-	-	0.145250
AmericanFootballLeague	RailwayLine	+	+	0.666200
LacrosseLeague	BodyOfWater	+	+	0.666200
SportsTeam	Event	+	+	0.666200
University	AmericanFootballLeague	+	+	0.666200
Road	TradeUnion	+	+	0.666200
Congressman	President	-	-	0.211909
Activity	MusicGenre	+	+	0.666200
Species	MusicFestival	+	+	0.666200
SportsLeague	WomensTennisAssociationTournament	+	+	0.666200
Comedian	Philosopher	-	-	0.400536
BroadcastNetwork	Restaurant	+	+	0.666200
Comedian	AdultActor	-	+	0.666200
GivenName	Name	-	-	0.145250
Bridge	Crustacean	+	+	0.841947
GridironFootballPlayer	SupremeCourtOfTheUnitedStatesCase	+	+	0.666200
Fish	WomensTennisAssociationTournament	+	+	0.666200
MusicalArtist	Mayor	-	+	0.666200
Stadium	Locomotive	+	+	0.675950
Arachnid	Disease	+	+	0.978717
Colour	MeanOfTransportation	+	+	0.666200
Mollusca	Airport	+	+	0.964325
Planet	OlympicResult	+	+	0.666200
Newspaper	YearInSpaceflight	+	+	0.666200
Fish	Eukaryote	-	+	0.648719
Theatre	Lighthouse	+	+	0.675950
Writer	WomensTennisAssociationTournament	+	+	0.666200
Company	AutomobileEngine	+	+	0.666200
Arachnid	RouteOfTransportation	+	+	0.666200
RugbyLeague	SkiArea	+	+	0.666200
Wrestler	Weapon	+	+	0.841947
Mountain	Device	+	-	0.211909
VolleyballLeague	Language	+	+	0.666200
ChemicalCompound	Boxer	+	+	0.666200
Reptile	GridironFootballPlayer	+	+	0.666200
SoccerManager	SoccerLeague	+	-	0.145250
Protein	Village	+	+	0.933918
Stream	Election	+	-	0.456360
Congressman	Cricketer	-	+	0.576393
MilitaryUnit	Politician	+	+	0.666200
Hotel	Model	+	+	0.518125
Infrastructure	ClubMoss	+	+	0.666200
Bone	WrestlingEvent	+	+	0.666200
MilitaryUnit	Holiday	+	+	0.666200
WrestlingEvent	Plant	+	+	0.666200
WineRegion	BasketballPlayer	+	+	0.666200
BaseballLeague	AdministrativeRegion	+	+	0.666200
Mayor	Vein	+	+	0.975094
AmericanFootballPlayer	Cardinal	-	+	0.666200
MartialArtist	Project	+	+	0.666200
Species	Person	+	-	0.211909
RailwayTunnel	RoadJunction	+	+	0.666200
Continent	Country	+	-	0.121730
FormulaOneRacer	FootballMatch	+	+	0.666200
LacrosseLeague	TradeUnion	+	+	0.666200
University	MartialArtist	+	+	0.666200
Wrestler	Cave	+	+	0.841947
Rocket	Work	+	-	0.211909
MixedMartialArtsLeague	SoccerManager	+	+	0.666200
Library	OlympicResult	+	+	0.666200
Spacecraft	Moss	+	+	0.909096
Journalist	Website	+	+	0.783079
MilitaryPerson	ArchitecturalStructure	+	+	0.666200
Ginkgo	GaelicGamesPlayer	+	+	0.666200
BasketballTeam	OfficeHolder	+	+	0.666200
Event	Mountain	+	-	0.211909
Athlete	PersonFunction	+	+	0.666200
Lymph	Database	+	+	0.783079
Lymph	Animal	+	+	0.783079
Stadium	Athlete	+	-	0.400536
LegalCase	SportsTeam	+	+	0.666200
PlayboyPlaymate	Journalist	-	+	0.666200
PublicTransitSystem	PersonFunction	+	+	0.666200
MilitaryUnit	Species	+	+	0.666200
Organisation	Award	+	-	0.211909
BroadcastNetwork	Device	+	+	0.666200
Hotel	Mollusca	+	+	0.964325
MotorcycleRacingLeague	PokerPlayer	+	+	0.666200
Theatre	CanadianFootballLeague	+	+	0.666200
Lymph	Activity	+	+	0.510279
Planet	Wrestler	+	+	0.878491
WrestlingEvent	GolfPlayer	+	+	0.666200
Station	SpaceStation	+	-	0.145250
AdultActor	President	-	+	0.666200
Museum	BasketballLeague	+	+	0.666200
ResearchProject	Muscle	+	+	0.666200
Band	Monarch	+	+	0.841947
RadioStation	MusicalArtist	+	+	0.666200
FictionalCharacter	PowerStation	+	+	0.666200
ProtectedArea	Spacecraft	+	+	0.666200
PopulatedPlace	AutomobileEngine	+	+	0.666200
RoadTunnel	Play	+	+	0.666200
Mayor	Governor	-	-	0.121730
Lighthouse	Ginkgo	+	+	0.933918
Nerve	Award	+	+	0.933918
HandballLeague	Weapon	+	+	0.666200
EurovisionSongContestEntry	SoccerLeague	+	+	0.666200
Chancellor	Person	-	+	0.860525
SpaceShuttle	AdministrativeRegion	+	+	0.666200
LegalCase	BasketballTeam	+	+	0.666200
WrittenWork	ComicsCharacter	+	+	0.666200
RadioStation	BasketballTeam	+	+	0.666200
Plant	SpaceShuttle	+	+	0.666200
MixedMartialArtsEvent	Mayor	+	+	0.666200
Non-ProfitOrganisation	SoftballLeague	-	+	0.666200
Monarch	Congressman	-	-	0.400536
Senator	BadmintonPlayer	-	+	0.666200
Brain	NascarDriver	+	+	0.666200
SnookerPlayer	Game	+	+	0.666200
Town	FilmFestival	+	+	0.666200
FieldHockeyLeague	AdultActor	+	+	0.666200
AcademicJournal	MeanOfTransportation	+	+	0.666200
RugbyLeague	Museum	+	+	0.666200
Vein	Country	+	+	0.841947
Artery	RailwayTunnel	+	+	0.666200
SoccerLeague	Database	+	+	0.666200
Spacecraft	PlayboyPlaymate	+	+	0.666200
Cleric	SpaceMission	+	+	0.666200
RugbyLeague	PowerStation	+	+	0.666200
MilitaryUnit	ShoppingMall	+	+	0.666200
Conifer	TennisPlayer	+	+	0.666200
GaelicGamesPlayer	Hotel	+	+	0.666200
PersonFunction	Boxer	+	+	0.666200
Song	RoadJunction	+	+	0.666200
FootballMatch	SnookerWorldRanking	+	+	0.666200
Athlete	GreenAlga	+	+	0.666200
Artist	Game	+	+	0.738976
LegalCase	Cardinal	+	+	0.666200
Ambassador	Country	+	+	0.639336
Database	Theatre	+	+	0.933918
University	Game	+	-	0.400536
Arachnid	WorldHeritageSite	+	+	0.666200
WorldHeritageSite	Judge	+	+	0.666200
Embryology	GaelicGamesPlayer	+	+	0.666200
WaterwayTunnel	MusicGenre	+	+	0.666200
Airline	Planet	+	+	0.576393
BadmintonPlayer	Automobile	+	+	0.666200
Tunnel	Language	+	+	0.978717
MartialArtist	Island	+	+	0.666200
Play	ComicsCharacter	+	+	0.666200
TelevisionStation	Lake	+	+	0.666200
Wrestler	AustralianFootballLeague	+	+	0.666200
SportsTeam	Astronaut	+	+	0.666200
ChristianBishop	Lymph	+	+	0.666200
Amphibian	Artery	+	+	0.841947
FigureSkater	InlineHockeyLeague	+	+	0.666200
Town	Organisation	+	-	0.211909
Reptile	Road	+	+	0.681908
Beverage	EducationalInstitution	+	+	0.666200
Reptile	Band	+	+	0.975094
College	Island	+	+	0.698328
BritishRoyalty	Valley	+	+	0.666200
MilitaryUnit	FloweringPlant	+	+	0.666200
LacrosseLeague	Road	+	+	0.666200
Ship	Animal	+	-	0.211909
Lymph	Park	+	+	0.783079
Embryology	Single	+	+	0.964325
BiologicalDatabase	Drug	+	+	0.666200
PoliticalParty	Library	+	+	0.666200
Ship	SportsLeague	+	+	0.666200
WomensTennisAssociationTournament	Station	+	+	0.666200
Vein	Conifer	+	+	0.933918
Species	Fern	-	+	0.964325
Automobile	SnookerChamp	+	+	0.666200
Vein	FilmFestival	+	+	0.666200
Restaurant	Project	+	+	0.978717
GridironFootballPlayer	WorldHeritageSite	+	+	0.666200
SpaceStation	SpeedwayTeam	+	+	0.666200
Theatre	Criminal	+	+	0.933918
MeanOfTransportation	Park	+	+	0.666200
CanadianFootballLeague	ComicsCreator	+	+	0.666200
RugbyLeague	Stream	+	+	0.666200
Company	Town	+	-	0.211909
CollegeCoach	Bridge	+	+	0.666200
Muscle	Newspaper	+	+	0.933918
AcademicJournal	Astronaut	+	+	0.666200
Cricketer	Politician	-	+	0.576393
VideoGame	WrestlingEvent	+	+	0.666200
Reptile	Scientist	+	-	0.456360
Boxer	Currency	+	+	0.978717
Journalist	Animal	+	-	0.211909
Archaea	MotorcycleRacingLeague	+	+	0.666200
SoccerClub	Lake	+	+	0.666200
MilitaryPerson	SoccerLeague	+	+	0.666200
Insect	MemberOfParliament	+	+	0.666200
RecordLabel	Vein	+	+	0.666200
ProtectedArea	Currency	+	+	0.666200
Magazine	Park	+	+	0.675950
RoadTunnel	FloweringPlant	+	+	0.666200
IceHockeyLeague	Convention	+	+	0.666200
Hospital	Fungus	+	+	0.841947
Wrestler	Work	+	+	0.841947
CanadianFootballTeam	TelevisionShow	+	+	0.666200
Animal	Automobile	+	-	0.211909
ShoppingMall	LegalCase	+	+	0.666200
BasketballLeague	BaseballLeague	+	-	0.145250
Language	Comedian	+	+	0.978717
TelevisionStation	SkiArea	+	+	0.666200
MusicGenre	Sport	+	+	0.666200
School	SportsLeague	+	+	0.666200
SkiArea	Astronaut	+	+	0.666200
PublicTransitSystem	Newspaper	+	+	0.666200
SpeedwayLeague	Architect	+	+	0.666200
Monarch	Astronaut	-	+	0.576393
Governor	BaseballPlayer	-	+	0.666200
Airport	Play	+	+	0.978717
Film	Person	+	+	0.664007
Judge	Airport	+	+	0.975094
Beverage	Ginkgo	+	+	0.990639
Bridge	FloweringPlant	+	+	0.666200
Activity	Mollusca	+	+	0.783079
Magazine	Model	+	-	0.211909
SnookerChamp	ResearchProject	+	+	0.666200
Village	Hotel	+	+	0.933918
SkiArea	MemberOfParliament	+	+	0.666200
Cricketer	Criminal	-	-	0.412241
Theatre	Planet	+	+	0.841947
School	Newspaper	+	+	0.860525
TradeUnion	Settlement	+	+	0.666200
Sport	Disease	+	+	0.990639
Nerve	FootballMatch	+	+	0.666200
Lymph	Game	+	+	0.576393
Embryology	PersonFunction	+	+	0.666200
Hotel	FloweringPlant	+	+	0.666200
Holiday	Play	+	+	0.716819
RailwayLine	City	+	+	0.666200
Astronaut	LacrosseLeague	+	+	0.666200
FormulaOneRacer	EthnicGroup	+	+	0.666200
MilitaryConflict	SpaceShuttle	+	+	0.666200
WrittenWork	Actor	+	+	0.666200
TennisPlayer	Canal	+	+	0.666200
Artery	Single	+	+	0.978717
Organisation	Congressman	+	+	0.978717
VideogamesLeague	Locomotive	+	+	0.666200
Boxer	Station	+	+	0.975094
MilitaryPerson	YearInSpaceflight	+	+	0.666200
PublicTransitSystem	LegalCase	+	+	0.666200
EurovisionSongContestEntry	Holiday	+	+	0.666200
SkiArea	Single	+	+	0.666200
Archaea	Judge	+	+	0.666200
Song	Congressman	+	+	0.978717
Park	Spacecraft	+	+	0.576393
BiologicalDatabase	Wrestler	+	+	0.666200
Food	BodyOfWater	+	+	0.666200
SoccerManager	MilitaryUnit	+	+	0.666200
Mountain	Legislature	+	+	0.933918
Race	SportsEvent	-	+	0.666200
Currency	BaseballPlayer	+	+	0.666200
Archaea	MusicalWork	+	+	0.666200
Eukaryote	Band	+	+	0.576393
RailwayLine	GreenAlga	+	+	0.666200
MilitaryUnit	Artist	+	+	0.666200
Holiday	LacrosseLeague	+	+	0.666200
Nerve	Airline	+	+	0.964325
GridironFootballPlayer	Journalist	-	+	0.666200
GovernmentAgency	Criminal	+	+	0.666200
Arachnid	Brain	+	+	0.975094
PopulatedPlace	Congressman	+	+	0.666200
Grape	AmericanFootballPlayer	+	+	0.666200
BritishRoyalty	ComicsCreator	-	+	0.666200
SoccerManager	Fungus	+	+	0.666200
Organisation	GovernmentAgency	-	+	0.666200
SpeedwayTeam	Cardinal	+	+	0.666200
Road	SpaceMission	+	+	0.666200
InlineHockeyLeague	Fern	+	+	0.666200
SportsLeague	Continent	+	+	0.666200
PublicTransitSystem	Town	+	+	0.666200
Ambassador	IceHockeyLeague	+	+	0.666200
Embryology	SnookerPlayer	+	+	0.666200
Device	Work	+	-	0.267366
Continent	CricketLeague	+	+	0.666200
Ambassador	Disease	+	+	0.978717
Project	Device	+	-	0.211909
University	MemberOfParliament	+	+	0.666200
ShoppingMall	ChemicalSubstance	+	+	0.666200
Infrastructure	Athlete	+	+	0.964325
Airline	MusicalWork	+	+	0.666200
OlympicResult	MusicFestival	+	+	0.666200
Island	Organisation	+	+	0.929940
Convention	Project	+	+	0.675950
Building	ComicsCreator	+	+	0.666200
BadmintonPlayer	Cycad	+	+	0.666200
Disease	Journalist	+	+	0.978717
PeriodicalLiterature	Automobile	+	+	0.666200
CanadianFootballTeam	Cricketer	+	+	0.666200
WorldHeritageSite	NationalCollegiateAthleticAssociationAthlete	+	+	0.666200
GivenName	GridironFootballPlayer	+	+	0.666200
SnookerPlayer	VideoGame	+	+	0.666200
VideogamesLeague	LaunchPad	+	+	0.666200
IceHockeyPlayer	NationalCollegiateAthleticAssociationAthlete	-	+	0.666200
PlayboyPlaymate	Drug	+	+	0.666200
BiologicalDatabase	GreenAlga	+	+	0.666200
GolfPlayer	Eukaryote	+	+	0.666200
ComicsCharacter	IceHockeyPlayer	-	+	0.666200
AnatomicalStructure	Fungus	+	+	0.666200
Ginkgo	Aircraft	+	+	0.933918
Village	SoccerLeague	+	+	0.666200
Chancellor	BroadcastNetwork	+	+	0.666200
River	Mountain	+	+	0.639336
SpaceStation	LunarCrater	+	+	0.666200
Sport	SportsLeague	+	-	0.145250
FormulaOneRacer	Hotel	+	+	0.666200
PokerPlayer	SnookerPlayer	-	-	0.145250
Company	Criminal	+	-	0.400536
ArchitecturalStructure	SnookerChamp	+	+	0.666200
Archaea	Ginkgo	+	+	0.666200
Island	Beverage	+	+	0.933918
Mollusca	WrittenWork	+	+	0.666200
Island	Brain	+	+	0.841947
Actor	FootballMatch	+	+	0.666200
Song	Wrestler	+	+	0.978717
Muscle	Activity	+	-	0.211909
Airport	RugbyLeague	+	+	0.666200
Cave	Cycad	+	+	0.510279
Lake	Spacecraft	+	+	0.783079
Conifer	Cyclist	+	+	0.841947
FilmFestival	LaunchPad	+	+	0.666200
Bridge	AdultActor	+	+	0.666200
RugbyPlayer	Monument	+	+	0.666200
Food	PersonFunction	+	+	0.666200
BaseballPlayer	Congressman	-	+	0.666200
Wrestler	Film	+	+	0.975094
MusicalWork	Newspaper	+	+	0.666200
PlayboyPlaymate	Ginkgo	+	+	0.666200
Non-ProfitOrganisation	Country	+	+	0.666200
Website	Game	+	+	0.576393
BasketballTeam	FormulaOneRacer	+	+	0.666200
Village	Ship	+	+	0.933918
EurovisionSongContestEntry	Fern	+	+	0.666200
Race	Holiday	+	+	0.933918
Stadium	BroadcastNetwork	+	+	0.666200
College	Lighthouse	+	+	0.698328
Archaea	ShoppingMall	+	+	0.666200
Boxer	Award	+	+	0.978717
Album	SnookerChamp	+	+	0.666200
MotorcycleRacingLeague	WorldHeritageSite	+	+	0.666200
AutomobileEngine	Town	+	+	0.666200
Race	BiologicalDatabase	+	+	0.666200
Wrestler	AmericanFootballLeague	+	+	0.666200
TelevisionStation	ResearchProject	+	+	0.666200
ProgrammingLanguage	Bacteria	+	+	0.666200
Writer	RouteOfTransportation	+	+	0.666200
YearInSpaceflight	BodyOfWater	+	+	0.666200
Tunnel	Airport	+	+	0.938767
Bone	SkiArea	+	+	0.666200
AnatomicalStructure	Election	+	+	0.666200
SnookerWorldRanking	Animal	+	+	0.666200
Embryology	EurovisionSongContestEntry	+	+	0.666200
MusicalWork	Mountain	+	+	0.666200
MountainRange	SpaceShuttle	+	+	0.666200
SoftballLeague	SpaceMission	+	+	0.666200
Actor	Park	+	+	0.841947
Writer	Colour	+	+	0.639336
SoccerLeague	WineRegion	+	+	0.666200
Comedian	Species	+	+	0.978717
Airport	TradeUnion	+	+	0.666200
ClubMoss	RecordLabel	+	+	0.666200
Bone	ShoppingMall	+	+	0.666200
Cleric	Saint	-	-	0.211909
Planet	Monument	+	+	0.841947
Town	Language	+	+	0.639336
Project	Colour	+	+	0.878491
HistoricPlace	Moss	+	+	0.666200
Artist	Ship	+	+	0.933918
Cave	Mammal	+	+	0.933918
FormulaOneRacer	BiologicalDatabase	+	+	0.666200
AmericanFootballTeam	SportsLeague	+	+	0.666200
Mayor	Fern	+	+	0.576393
College	EurovisionSongContestEntry	+	+	0.666200
Lake	HistoricBuilding	+	+	0.666200
Mountain	Arachnid	+	+	0.933918
OfficeHolder	Mountain	+	+	0.933918
AustralianRulesFootballPlayer	PokerPlayer	-	+	0.507089
Theatre	RadioStation	+	+	0.666200
IceHockeyPlayer	Software	+	+	0.666200
MusicGenre	SoccerLeague	+	+	0.666200
Actor	Name	+	-	0.475569
GolfLeague	Gnetophytes	+	+	0.666200
Sport	Award	+	-	0.456360
Eukaryote	University	+	+	0.576393
InlineHockeyLeague	Beverage	+	+	0.666200
Scientist	Boxer	-	+	0.841947
Cleric	Mayor	-	-	0.456360
Lake	ChemicalSubstance	+	+	0.666200
FieldHockeyLeague	TelevisionStation	+	+	0.666200
Sport	MilitaryUnit	+	+	0.666200
Race	Bird	+	+	0.944486
RugbyPlayer	Award	+	+	0.666200
Island	Broadcaster	+	+	0.576393
Weapon	Band	+	-	0.267366
Bone	MotorcycleRacingLeague	+	+	0.666200
Election	SnookerWorldRanking	+	+	0.666200
Play	Writer	+	+	0.929940
MemberOfParliament	Theatre	+	+	0.666200
SoccerLeague	Company	+	+	0.666200
SkiArea	Cyclist	+	+	0.666200
Lighthouse	Fungus	+	+	0.841947
Aircraft	GridironFootballPlayer	+	+	0.666200
RugbyPlayer	SoccerPlayer	-	-	0.145250
Chancellor	Work	+	+	0.639336
Book	MartialArtist	+	+	0.666200
Philosopher	Race	+	+	0.944486
Senator	ChristianBishop	-	+	0.666200
Rocket	MilitaryPerson	+	+	0.666200
BadmintonPlayer	Mammal	+	+	0.666200
Gnetophytes	Play	+	+	0.666200
Locomotive	SpeedwayLeague	+	+	0.666200
Muscle	SnookerChamp	+	+	0.666200
GivenName	Cleric	+	+	0.666200
Sport	Vein	+	+	0.938767
RouteOfTransportation	Mammal	+	+	0.666200
SportsEvent	Bacteria	+	+	0.666200
RadioStation	YearInSpaceflight	+	+	0.666200
SpaceMission	CollegeCoach	+	+	0.666200
FieldHockeyLeague	WomensTennisAssociationTournament	+	+	0.666200
PublicTransitSystem	MixedMartialArtsLeague	+	+	0.666200
ClubMoss	Reptile	+	+	0.666200
ProtectedArea	MilitaryConflict	+	+	0.666200
Locomotive	BasketballLeague	+	+	0.666200
SkiArea	SpeedwayLeague	+	+	0.666200
Fungus	Plant	+	-	0.400536
WrestlingEvent	Software	+	+	0.666200
Cricketer	Moss	+	+	0.909096
WrittenWork	AcademicJournal	-	+	0.666200
RoadTunnel	PowerStation	+	+	0.666200
Organisation	Airport	+	+	0.929940
SpeedwayTeam	AmericanFootballPlayer	+	+	0.666200
Game	Island	+	+	0.841947
Project	Writer	+	+	0.929940
Cycad	Rocket	+	+	0.576393
TelevisionShow	Vein	+	+	0.666200
Continent	Organisation	+	+	0.929940
Grape	AustralianRulesFootballPlayer	+	+	0.666200
Comedian	Holiday	+	+	0.978717
