concept1	concept2	correctclass	ledaclass	conf
Convention	HockeyTeam	+	-	0.480368
Governor	Road	+	+	0.520253
City	MotorcycleRacingLeague	+	-	0.480368
EthnicGroup	GivenName	+	-	0.480368
SoccerManager	River	+	-	0.111822
Cycad	Cricketer	+	-	0.128685
Election	ComicsCharacter	+	-	0.480368
Single	LacrosseLeague	+	-	0.111822
RoadTunnel	Name	+	-	0.480368
Criminal	InlineHockeyLeague	+	-	0.480368
MotorcycleRacingLeague	Town	+	-	0.480368
MilitaryPerson	MemberOfParliament	-	-	0.480368
Chancellor	MilitaryConflict	+	-	0.480368
Mountain	Station	+	-	0.128685
Spacecraft	MotorcycleRacingLeague	+	-	0.480368
Convention	Currency	+	-	0.128685
Cave	Broadcaster	+	+	0.520253
Valley	Automobile	+	+	0.520253
Organisation	EthnicGroup	+	-	0.480368
PrimeMinister	Museum	+	-	0.480368
ClubMoss	Ship	+	-	0.480368
Spacecraft	Actor	+	+	0.520253
ResearchProject	PokerPlayer	+	-	0.480368
FilmFestival	LegalCase	+	-	0.480368
TennisLeague	MemberOfParliament	+	-	0.480368
AdministrativeRegion	SportsTeam	+	-	0.480368
University	BritishRoyalty	+	-	0.111822
HandballLeague	EducationalInstitution	+	-	0.480368
Mollusca	SportsTeam	+	-	0.480368
College	NaturalPlace	+	-	0.111822
Lighthouse	RugbyLeague	+	-	0.111822
Bird	Newspaper	+	+	0.520253
IceHockeyPlayer	BasketballLeague	+	-	0.480368
MixedMartialArtsEvent	Park	+	-	0.480368
Nerve	BasketballPlayer	+	-	0.480368
Sport	SpeedwayTeam	+	-	0.111822
PowerStation	Bacteria	+	-	0.480368
AmericanFootballLeague	IceHockeyPlayer	+	-	0.480368
MusicFestival	Legislature	+	-	0.480368
Cave	AustralianRulesFootballPlayer	+	-	0.480368
Comedian	SpeedwayTeam	+	-	0.480368
Name	SportsEvent	+	-	0.480368
Cleric	Software	+	+	0.520253
ComicsCharacter	CanadianFootballLeague	+	-	0.480368
Organisation	WorldHeritageSite	+	-	0.480368
Archaea	Locomotive	+	-	0.480368
RouteOfTransportation	SportsTeam	+	-	0.111822
GolfLeague	Boxer	+	-	0.480368
TennisPlayer	Stream	+	-	0.480368
SportsLeague	BaseballLeague	-	-	0.010510
BasketballTeam	Muscle	+	-	0.480368
PokerPlayer	BritishRoyalty	-	-	0.480368
NaturalPlace	Monument	+	-	0.480368
AutomobileEngine	PlayboyPlaymate	+	-	0.480368
Nerve	Brain	+	-	0.160537
Brain	Criminal	+	+	0.520253
Country	MusicalArtist	+	-	0.480368
VolleyballLeague	FieldHockeyLeague	+	-	0.111822
Automobile	ClubMoss	+	-	0.480368
WrittenWork	Arachnid	+	-	0.480368
Station	Magazine	+	+	0.520253
IceHockeyPlayer	Embryology	+	-	0.480368
Senator	MixedMartialArtsEvent	+	-	0.480368
FictionalCharacter	Eukaryote	+	-	0.480368
Island	MotorcycleRacingLeague	+	-	0.480368
GolfPlayer	Automobile	+	-	0.480368
TennisLeague	AmericanFootballTeam	+	-	0.480368
SoftballLeague	Comedian	+	-	0.480368
Legislature	Play	+	+	0.520253
BadmintonPlayer	Sport	+	-	0.480368
Drug	Award	+	+	0.520253
Legislature	Gnetophytes	+	-	0.480368
Park	School	+	+	0.520253
Building	BasketballLeague	+	-	0.480368
FormulaOneRacer	BaseballLeague	+	-	0.480368
Game	Lighthouse	+	-	0.128685
Archaea	River	+	-	0.480368
Journalist	FictionalCharacter	-	-	0.480368
Locomotive	Cleric	+	+	0.520253
Athlete	Stream	+	+	0.520253
Writer	Hospital	+	+	0.520253
FootballMatch	RugbyLeague	+	-	0.480368
WrittenWork	Cycad	+	-	0.480368
AcademicJournal	Lymph	+	-	0.480368
Language	Hospital	+	+	0.520253
River	Reptile	+	-	0.128685
SportsTeam	AnatomicalStructure	+	-	0.480368
Mountain	University	+	+	0.520253
Architect	PopulatedPlace	+	-	0.480368
Theatre	Cycad	+	+	0.520253
AnatomicalStructure	WrittenWork	+	-	0.480368
Ship	InlineHockeyLeague	+	-	0.480368
Restaurant	TennisPlayer	+	-	0.480368
Athlete	MartialArtist	-	-	0.072351
RugbyPlayer	PersonFunction	+	-	0.480368
Actor	AnatomicalStructure	+	-	0.480368
TelevisionEpisode	Song	+	-	0.480368
ChemicalCompound	Canal	+	-	0.111822
MemberOfParliament	Mountain	+	-	0.480368
HistoricBuilding	Valley	+	-	0.480368
FieldHockeyLeague	ChemicalSubstance	+	-	0.480368
Chancellor	SnookerPlayer	-	-	0.480368
Town	Magazine	+	+	0.520253
BroadcastNetwork	Wrestler	+	-	0.480368
OlympicResult	Non-ProfitOrganisation	+	-	0.480368
Judge	Wrestler	-	+	0.520253
AmericanFootballPlayer	MountainRange	+	-	0.480368
LacrosseLeague	Mountain	+	-	0.480368
Journalist	Archaea	+	-	0.480368
GrandPrix	MusicalArtist	+	-	0.480368
WrestlingEvent	FormulaOneRacer	+	-	0.480368
Theatre	ChemicalCompound	+	-	0.480368
Person	Rocket	+	+	0.520253
WrestlingEvent	Arachnid	+	-	0.480368
ComicsCharacter	SpeedwayTeam	+	-	0.480368
FilmFestival	SkiArea	+	-	0.480368
Election	Saint	+	+	0.520253
Food	ArchitecturalStructure	+	-	0.480368
Senator	SportsEvent	+	-	0.111822
Convention	Gnetophytes	+	-	0.480368
Bird	BasketballTeam	+	-	0.111822
Legislature	AutomobileEngine	+	-	0.480368
Plant	LaunchPad	+	+	0.520253
SpaceStation	ProtectedArea	+	-	0.480368
BasketballTeam	MotorcycleRacingLeague	+	-	0.480368
Film	WineRegion	+	-	0.480368
TelevisionEpisode	BasketballLeague	+	-	0.480368
Work	ChemicalSubstance	+	-	0.480368
Organisation	Activity	+	-	0.315694
SnookerChamp	Convention	+	-	0.480368
Archaea	VideoGame	+	-	0.480368
Town	Politician	+	-	0.059116
ProgrammingLanguage	RugbyPlayer	+	-	0.480368
PoloLeague	Building	+	-	0.480368
SoccerPlayer	CanadianFootballTeam	+	-	0.480368
Crustacean	Drug	+	+	0.520253
Artist	MeanOfTransportation	+	-	0.480368
CanadianFootballTeam	PersonFunction	+	-	0.480368
Museum	Moss	+	-	0.128685
Award	Brain	+	+	0.520253
SoftballLeague	Food	+	-	0.480368
MusicGenre	Artist	+	-	0.480368
Mayor	PoliticalParty	+	-	0.480368
TelevisionEpisode	Village	+	-	0.480368
ComicsCharacter	Hotel	+	-	0.480368
Artery	FictionalCharacter	+	-	0.480368
InlineHockeyLeague	Muscle	+	-	0.480368
ProtectedArea	GolfLeague	+	-	0.480368
Ship	Tunnel	+	+	0.520253
LegalCase	RoadJunction	+	-	0.480368
BodyOfWater	FilmFestival	+	-	0.480368
Cyclist	Wrestler	-	+	0.520253
SoccerPlayer	Band	+	-	0.480368
Arachnid	Song	+	+	0.520253
LaunchPad	SpaceShuttle	+	-	0.480368
Fish	Cardinal	+	+	0.520253
HockeyTeam	IceHockeyPlayer	+	-	0.111822
Fungus	RadioStation	+	-	0.480368
Mammal	HistoricPlace	+	-	0.480368
AmericanFootballLeague	SportsEvent	+	-	0.480368
PoliticalParty	ComicsCreator	+	-	0.480368
Database	SpaceMission	+	-	0.480368
Animal	ChristianBishop	+	-	0.480368
Country	Protein	+	-	0.315694
Non-ProfitOrganisation	Album	+	-	0.480368
Automobile	Book	+	-	0.315694
Library	College	+	+	0.520253
Legislature	BasketballPlayer	+	-	0.480368
Fish	BroadcastNetwork	+	-	0.480368
Eukaryote	SoccerClub	+	-	0.480368
Convention	VideogamesLeague	+	-	0.480368
FormulaOneRacer	PokerPlayer	-	-	0.111822
ArchitecturalStructure	Language	+	-	0.480368
WrestlingEvent	FigureSkater	+	-	0.480368
Gnetophytes	Model	+	-	0.480368
Station	GivenName	+	-	0.480368
PrimeMinister	MusicGenre	+	-	0.480368
Work	Building	+	-	0.315694
SkiArea	RecordLabel	+	-	0.480368
Museum	Crustacean	+	+	0.520253
Person	GreenAlga	+	-	0.480368
RailwayTunnel	RecordLabel	+	-	0.111822
MilitaryPerson	TelevisionShow	+	-	0.480368
Software	SpeedwayLeague	+	-	0.111822
PublicTransitSystem	AmericanFootballTeam	+	-	0.480368
Crustacean	Astronaut	+	+	0.520253
Bridge	Activity	+	-	0.315694
EthnicGroup	MixedMartialArtsEvent	+	-	0.480368
Race	Valley	+	+	0.520253
ComicsCreator	NationalCollegiateAthleticAssociationAthlete	-	-	0.480368
Stadium	BiologicalDatabase	+	-	0.480368
Gnetophytes	PokerPlayer	+	-	0.480368
SpeedwayLeague	BritishRoyalty	+	-	0.480368
Criminal	Single	+	+	0.520253
Cycad	SnookerPlayer	+	-	0.480368
HistoricBuilding	RecordLabel	+	-	0.480368
Journalist	Scientist	-	-	0.128685
AdministrativeRegion	Holiday	+	-	0.480368
AmericanFootballLeague	Person	+	-	0.480368
Band	Settlement	+	+	0.520253
LacrosseLeague	Book	+	-	0.480368
Infrastructure	Lymph	+	+	0.520253
Road	Organisation	+	-	0.315694
Broadcaster	LunarCrater	+	-	0.111822
Project	Nerve	+	+	0.520253
Brain	MusicalArtist	+	-	0.480368
MusicalArtist	Mountain	+	-	0.111822
GrandPrix	SoccerManager	+	-	0.480368
ShoppingMall	AustralianRulesFootballPlayer	+	-	0.480368
HockeyTeam	SoccerPlayer	+	-	0.480368
Place	WrittenWork	+	-	0.480368
Species	BaseballPlayer	+	-	0.480368
PrimeMinister	MusicalArtist	-	-	0.480368
MixedMartialArtsEvent	MusicalArtist	+	-	0.111822
Colour	Restaurant	+	+	0.520253
ClubMoss	RugbyPlayer	+	-	0.480368
PopulatedPlace	SportsTeam	+	-	0.480368
Restaurant	CanadianFootballTeam	+	-	0.480368
Cyclist	RugbyLeague	+	-	0.480368
FictionalCharacter	FigureSkater	-	-	0.111822
Holiday	ComicsCharacter	+	-	0.480368
RugbyLeague	Film	+	-	0.480368
Hospital	School	+	-	0.128685
College	Writer	+	-	0.315694
ChemicalCompound	PopulatedPlace	+	-	0.480368
Library	Locomotive	+	-	0.128685
SoccerLeague	Organisation	-	-	0.072351
BroadcastNetwork	Continent	+	-	0.480368
AmericanFootballPlayer	FootballMatch	+	-	0.111822
Nerve	Species	+	+	0.520253
Band	RouteOfTransportation	+	-	0.480368
Journalist	OfficeHolder	-	+	0.520253
MusicGenre	Non-ProfitOrganisation	+	-	0.480368
Play	GreenAlga	+	-	0.480368
Journalist	Comedian	-	-	0.315694
Election	Holiday	+	+	0.520253
AdministrativeRegion	FormulaOneRacer	+	-	0.480368
PopulatedPlace	Rocket	+	-	0.480368
SoccerLeague	FilmFestival	+	-	0.480368
College	FieldHockeyLeague	+	-	0.480368
Restaurant	Building	-	-	0.037464
Fern	AmericanFootballPlayer	+	-	0.480368
RailwayLine	Stadium	+	-	0.480368
Cricketer	Saint	-	+	0.520253
Island	WomensTennisAssociationTournament	+	-	0.480368
BaseballPlayer	City	+	-	0.480368
LegalCase	CollegeCoach	+	-	0.480368
MusicGenre	Protein	+	-	0.480368
OfficeHolder	RugbyPlayer	-	-	0.111822
ArchitecturalStructure	ComicsCharacter	+	-	0.480368
Company	RailwayTunnel	+	-	0.480368
Congressman	CollegeCoach	-	-	0.111822
Musical	VideogamesLeague	+	-	0.480368
MusicalArtist	Work	+	-	0.480368
AmericanFootballPlayer	Animal	+	-	0.480368
Spacecraft	Journalist	+	-	0.128685
Judge	Saint	-	-	0.315694
Continent	Airline	+	-	0.128685
Tunnel	Broadcaster	+	+	0.520253
Website	HistoricPlace	+	-	0.111822
RouteOfTransportation	MilitaryConflict	+	-	0.480368
BroadcastNetwork	MusicalWork	+	-	0.111822
EthnicGroup	VideoGame	+	-	0.480368
Bacteria	PoliticalParty	+	-	0.480368
Holiday	Embryology	+	-	0.128685
Brain	SoccerPlayer	+	-	0.480368
BasketballPlayer	Award	+	-	0.480368
WaterwayTunnel	Plant	+	-	0.480368
AdultActor	Place	+	-	0.480368
School	PrimeMinister	+	-	0.480368
TelevisionStation	Software	+	-	0.480368
Disease	TelevisionEpisode	+	-	0.480368
Game	Weapon	+	-	0.315694
Journalist	NascarDriver	-	-	0.480368
Single	FigureSkater	+	-	0.480368
MusicalWork	HockeyTeam	+	-	0.480368
SportsTeam	CricketLeague	+	-	0.480368
University	Activity	+	-	0.059116
MotorcycleRacingLeague	Museum	+	-	0.480368
Album	Embryology	+	+	0.520253
WomensTennisAssociationTournament	LaunchPad	+	-	0.480368
MountainRange	Film	+	-	0.480368
PopulatedPlace	AutoRacingLeague	+	-	0.480368
NationalCollegiateAthleticAssociationAthlete	Insect	+	-	0.480368
Weapon	BaseballLeague	+	-	0.480368
Mountain	Brain	+	-	0.128685
ChristianBishop	LunarCrater	+	-	0.480368
Grape	SoccerPlayer	+	-	0.480368
Species	Valley	+	+	0.520253
Food	Website	+	+	0.520253
Ginkgo	ArchitecturalStructure	+	-	0.480368
ComicsCharacter	Park	+	-	0.480368
Conifer	Hotel	+	+	0.520253
TelevisionEpisode	ProgrammingLanguage	+	-	0.480368
WrestlingEvent	TennisLeague	+	-	0.480368
AdultActor	GaelicGamesPlayer	-	-	0.480368
LegalCase	School	+	-	0.480368
Infrastructure	Game	+	-	0.059116
Single	CricketLeague	+	-	0.111822
Musical	FieldHockeyLeague	+	-	0.480368
Protein	Fern	+	-	0.059116
Bone	TelevisionStation	+	-	0.480368
Band	Cycad	+	-	0.128685
Saint	CricketLeague	+	-	0.480368
VideoGame	Disease	+	-	0.111822
RailwayLine	FloweringPlant	+	-	0.480368
AnatomicalStructure	ChemicalSubstance	+	-	0.111822
Newspaper	HockeyTeam	+	-	0.480368
WineRegion	TennisLeague	+	-	0.480368
Conifer	BritishRoyalty	+	-	0.480368
Criminal	Settlement	+	-	0.315694
Person	ChemicalCompound	+	-	0.480368
ChemicalCompound	TradeUnion	+	-	0.480368
Cleric	BritishRoyalty	-	-	0.480368
TradeUnion	SportsTeam	+	-	0.480368
TelevisionEpisode	Website	+	-	0.480368
Name	Newspaper	+	-	0.128685
RugbyPlayer	SnookerChamp	-	-	0.480368
Single	PeriodicalLiterature	+	-	0.480368
SoftballLeague	Stream	+	-	0.111822
Magazine	Database	+	-	0.128685
Embryology	EducationalInstitution	+	-	0.480368
Food	GivenName	+	-	0.480368
Election	GridironFootballPlayer	+	-	0.480368
Actor	RailwayTunnel	+	-	0.480368
AmericanFootballTeam	MilitaryPerson	+	-	0.480368
Tunnel	FieldHockeyLeague	+	-	0.480368
MusicGenre	CanadianFootballTeam	+	-	0.480368
Comedian	Place	+	+	0.520253
PopulatedPlace	FootballMatch	+	-	0.480368
GrandPrix	ChemicalSubstance	+	-	0.480368
Model	Device	+	-	0.315694
SportsEvent	TelevisionShow	+	-	0.480368
Olympics	Software	+	+	0.520253
MilitaryUnit	TennisPlayer	+	-	0.480368
Newspaper	Band	+	-	0.315694
Station	Award	+	+	0.520253
LegalCase	WomensTennisAssociationTournament	+	-	0.480368
RecordLabel	AustralianRulesFootballPlayer	+	-	0.480368
Criminal	FigureSkater	-	-	0.480368
VolleyballLeague	Moss	+	-	0.480368
LunarCrater	CanadianFootballTeam	+	-	0.480368
Species	Vein	+	+	0.520253
Village	Stream	+	+	0.520253
Chancellor	Saint	-	+	0.520253
HandballLeague	SportsEvent	+	-	0.480368
Brain	Work	+	-	0.315694
EurovisionSongContestEntry	FormulaOneRacer	+	-	0.480368
Game	Ship	+	-	0.315694
SoccerManager	AmericanFootballLeague	+	-	0.480368
RadioStation	AmericanFootballPlayer	+	-	0.480368
Database	LegalCase	+	-	0.096146
Device	Magazine	+	-	0.059116
Eukaryote	Election	+	-	0.128685
MixedMartialArtsEvent	ChemicalSubstance	+	-	0.480368
Magazine	PlayboyPlaymate	+	-	0.480368
Device	TelevisionEpisode	+	-	0.111822
Mountain	RoadTunnel	+	-	0.480368
Place	Road	-	-	0.037464
SpeedwayLeague	WorldHeritageSite	+	-	0.480368
RoadTunnel	Embryology	+	-	0.480368
Athlete	InlineHockeyLeague	+	-	0.480368
CollegeCoach	Holiday	+	-	0.480368
Conifer	HistoricPlace	+	-	0.480368
Animal	Cleric	+	+	0.520253
FootballMatch	Moss	+	-	0.480368
Artery	ClubMoss	+	-	0.480368
SportsTeam	Archaea	+	-	0.480368
Archaea	TelevisionShow	+	-	0.480368
RoadJunction	RugbyLeague	+	-	0.480368
Food	MountainRange	+	-	0.480368
YearInSpaceflight	Database	+	-	0.480368
MusicalArtist	Plant	+	-	0.111822
Grape	LacrosseLeague	+	-	0.111822
BiologicalDatabase	RugbyPlayer	+	-	0.480368
Boxer	AmericanFootballTeam	+	-	0.480368
AcademicJournal	Sport	+	-	0.480368
AutomobileEngine	VideogamesLeague	+	-	0.480368
Cricketer	VideogamesLeague	+	-	0.480368
Ambassador	AutoRacingLeague	+	-	0.480368
PersonFunction	MusicalWork	+	-	0.480368
Rocket	SpeedwayTeam	+	-	0.480368
Device	Moss	+	+	0.520253
MeanOfTransportation	MilitaryUnit	+	-	0.480368
Amphibian	Fungus	+	-	0.315694
Fish	Mammal	+	-	0.315694
HistoricBuilding	Musical	+	-	0.480368
Station	AnatomicalStructure	+	-	0.480368
RecordLabel	WineRegion	+	-	0.480368
BasketballLeague	AmericanFootballTeam	+	-	0.111822
Criminal	GolfLeague	+	-	0.480368
Language	RouteOfTransportation	+	-	0.480368
FloweringPlant	Game	+	-	0.480368
Governor	Book	+	+	0.520253
Island	Stadium	+	+	0.520253
YearInSpaceflight	Ambassador	+	-	0.480368
Sport	Person	+	-	0.315694
Legislature	Cardinal	+	+	0.520253
LegalCase	Fungus	+	-	0.480368
GolfPlayer	Fish	+	-	0.480368
GolfLeague	SkiArea	+	-	0.480368
Company	RugbyLeague	+	-	0.480368
Road	Colour	+	+	0.520253
River	BasketballPlayer	+	-	0.111822
Project	Aircraft	+	-	0.128685
ProtectedArea	AcademicJournal	+	-	0.480368
VideoGame	Library	+	-	0.480368
Colour	BroadcastNetwork	+	-	0.480368
HistoricBuilding	SnookerChamp	+	-	0.480368
Road	NationalCollegiateAthleticAssociationAthlete	+	-	0.480368
WineRegion	Arachnid	+	-	0.480368
Eukaryote	Cricketer	+	+	0.520253
BasketballTeam	Library	+	-	0.480368
Crustacean	Insect	+	-	0.315694
River	BiologicalDatabase	+	-	0.480368
Ginkgo	SnookerChamp	+	-	0.480368
Fern	Aircraft	+	+	0.520253
RadioStation	BiologicalDatabase	+	-	0.480368
CricketLeague	Database	+	-	0.111822
RugbyPlayer	Band	+	-	0.480368
AdultActor	TennisLeague	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	Infrastructure	+	-	0.480368
Colour	Mountain	+	+	0.520253
Artery	SpaceMission	+	-	0.480368
ChristianBishop	Hospital	+	-	0.480368
Politician	Organisation	+	-	0.059116
NationalCollegiateAthleticAssociationAthlete	Brain	+	-	0.480368
Governor	LaunchPad	+	+	0.520253
Hospital	AdultActor	+	-	0.480368
Scientist	PublicTransitSystem	+	-	0.480368
City	Road	+	-	0.315694
Governor	WrittenWork	+	-	0.480368
Scientist	Aircraft	+	-	0.128685
PoliticalParty	GolfPlayer	+	-	0.480368
SoccerManager	ChemicalCompound	+	-	0.480368
Olympics	Astronaut	+	+	0.520253
MartialArtist	FictionalCharacter	-	-	0.480368
GolfPlayer	Aircraft	+	-	0.480368
GolfLeague	MusicGenre	+	-	0.111822
VolleyballLeague	RugbyLeague	+	-	0.111822
Rocket	BasketballTeam	+	-	0.111822
Automobile	Spacecraft	+	-	0.315694
Chancellor	IceHockeyLeague	+	-	0.480368
BasketballTeam	YearInSpaceflight	+	-	0.480368
Convention	MilitaryUnit	+	-	0.480368
IceHockeyLeague	Criminal	+	-	0.480368
Settlement	SoccerPlayer	+	-	0.111822
Currency	Ship	+	+	0.520253
SportsEvent	Organisation	+	-	0.480368
SoccerPlayer	Musical	+	-	0.480368
Election	EurovisionSongContestEntry	+	-	0.111822
AutomobileEngine	Mammal	+	-	0.480368
Congressman	Cardinal	-	-	0.128685
Olympics	AcademicJournal	+	-	0.480368
Play	SportsTeam	+	-	0.480368
GridironFootballPlayer	Chancellor	-	-	0.480368
Fish	CanadianFootballLeague	+	-	0.480368
Race	TelevisionEpisode	+	-	0.111822
Arachnid	GovernmentAgency	+	-	0.480368
BaseballPlayer	Company	+	-	0.480368
ArchitecturalStructure	Bird	+	-	0.480368
ProgrammingLanguage	SportsEvent	+	-	0.480368
Philosopher	Band	+	-	0.315694
Plant	President	+	-	0.128685
Convention	CollegeCoach	+	-	0.111822
Ambassador	Moss	+	+	0.520253
Hotel	MilitaryPerson	+	-	0.480368
ChemicalSubstance	BaseballPlayer	+	-	0.480368
University	FictionalCharacter	+	-	0.480368
MilitaryPerson	SportsLeague	+	-	0.480368
Rocket	MusicalArtist	+	-	0.111822
LunarCrater	SoftballLeague	+	-	0.480368
Canal	School	+	-	0.059116
FigureSkater	Ship	+	-	0.480368
IceHockeyPlayer	FieldHockeyLeague	+	-	0.111822
SkiArea	ResearchProject	+	-	0.480368
AustralianRulesFootballPlayer	CollegeCoach	-	-	0.480368
Stream	WaterwayTunnel	+	-	0.480368
Database	SnookerPlayer	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	BadmintonPlayer	+	-	0.480368
Broadcaster	MotorcycleRacingLeague	+	-	0.480368
RugbyPlayer	MusicalWork	+	-	0.480368
Congressman	Hospital	+	+	0.520253
Aircraft	Cycad	+	+	0.520253
Olympics	ChemicalSubstance	+	-	0.480368
Model	Race	+	-	0.315694
Lake	TelevisionShow	+	-	0.480368
CanadianFootballLeague	Device	+	-	0.480368
Wrestler	Legislature	+	+	0.520253
SpaceShuttle	AmericanFootballPlayer	+	-	0.480368
WrestlingEvent	Species	+	-	0.480368
ComicsCreator	SportsTeam	+	-	0.480368
Insect	Protein	+	-	0.315694
SportsLeague	Drug	+	-	0.480368
SportsLeague	LaunchPad	+	-	0.480368
GreenAlga	Philosopher	+	-	0.480368
Lighthouse	AutomobileEngine	+	-	0.480368
FictionalCharacter	Activity	+	-	0.480368
Conifer	Database	+	+	0.520253
SupremeCourtOfTheUnitedStatesCase	Bird	+	-	0.480368
AutomobileEngine	Country	+	-	0.480368
Mayor	Activity	+	+	0.520253
WrittenWork	Race	+	-	0.480368
Cardinal	Award	+	-	0.128685
Architect	Reptile	+	+	0.520253
SpeedwayLeague	Race	+	-	0.111822
OlympicResult	Moss	+	-	0.480368
BritishRoyalty	TradeUnion	+	-	0.480368
WomensTennisAssociationTournament	Chancellor	+	-	0.480368
SportsTeam	PoliticalParty	+	-	0.480368
CricketLeague	SkiArea	+	-	0.480368
Sport	Weapon	+	-	0.315694
Currency	Automobile	+	+	0.520253
RailwayLine	Cave	+	-	0.111822
Island	PoliticalParty	+	-	0.480368
TennisPlayer	CollegeCoach	-	-	0.480368
Magazine	Ginkgo	+	+	0.520253
PokerPlayer	HistoricPlace	+	-	0.480368
Cricketer	Building	+	+	0.520253
Disease	Country	+	-	0.315694
Stadium	Monarch	+	+	0.520253
HistoricPlace	Award	+	-	0.480368
PopulatedPlace	IceHockeyPlayer	+	-	0.480368
RouteOfTransportation	Lymph	+	-	0.480368
Food	AdultActor	+	-	0.480368
College	Canal	+	-	0.128685
Continent	MilitaryUnit	+	-	0.111822
WomensTennisAssociationTournament	Weapon	+	-	0.480368
AutomobileEngine	Hospital	+	-	0.480368
ComicsCreator	MartialArtist	-	-	0.480368
Award	MilitaryPerson	+	-	0.480368
Rocket	HockeyTeam	+	-	0.111822
Currency	ComicsCreator	+	-	0.111822
SoccerClub	Moss	+	-	0.480368
Monument	Film	+	+	0.520253
YearInSpaceflight	MeanOfTransportation	+	-	0.480368
Architect	Lake	+	-	0.315694
Monument	RadioStation	+	-	0.480368
HistoricPlace	Software	+	-	0.111822
SkiArea	Person	+	-	0.480368
Cyclist	Town	+	+	0.520253
City	Museum	+	-	0.315694
Food	InlineHockeyLeague	+	-	0.480368
ChemicalSubstance	Governor	+	-	0.480368
Lake	MixedMartialArtsLeague	+	-	0.480368
ChristianBishop	ComicsCharacter	-	-	0.480368
Crustacean	Weapon	+	-	0.128685
CanadianFootballTeam	Musical	+	-	0.480368
Philosopher	Bacteria	+	+	0.520253
Writer	Muscle	+	+	0.520253
AutomobileEngine	AustralianFootballLeague	+	-	0.111822
RugbyLeague	AcademicJournal	+	-	0.480368
Lymph	BiologicalDatabase	+	-	0.480368
AustralianFootballLeague	ChemicalCompound	+	-	0.480368
College	Saint	+	+	0.520253
SoccerClub	TradeUnion	+	-	0.480368
IceHockeyPlayer	Convention	+	-	0.480368
Philosopher	Lymph	+	+	0.520253
SpaceStation	MusicalArtist	+	-	0.480368
Election	Canal	+	+	0.520253
BritishRoyalty	MemberOfParliament	-	-	0.480368
Ambassador	BiologicalDatabase	+	-	0.480368
Locomotive	PowerStation	+	-	0.480368
Mountain	BroadcastNetwork	+	-	0.480368
Arachnid	Gnetophytes	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	Journalist	+	-	0.480368
SportsTeam	FigureSkater	+	-	0.480368
GreenAlga	Village	+	-	0.480368
City	HistoricBuilding	+	-	0.480368
Award	MilitaryConflict	+	-	0.480368
Embryology	RadioStation	+	-	0.480368
AnatomicalStructure	SpaceShuttle	+	-	0.480368
Device	Musical	+	+	0.520253
Writer	Currency	+	-	0.315694
ProgrammingLanguage	Film	+	-	0.480368
City	Cycad	+	-	0.128685
Weapon	Bird	+	+	0.520253
WaterwayTunnel	SportsTeam	+	-	0.480368
Artist	Election	+	-	0.315694
SportsLeague	SportsTeam	+	-	0.111822
GridironFootballPlayer	HockeyTeam	+	-	0.480368
Station	PersonFunction	+	-	0.111822
Muscle	BasketballPlayer	+	-	0.480368
Magazine	EducationalInstitution	+	-	0.480368
Drug	Organisation	+	-	0.315694
Grape	EducationalInstitution	+	-	0.480368
Company	Election	+	+	0.520253
Legislature	Lymph	+	-	0.128685
AustralianRulesFootballPlayer	Weapon	+	-	0.480368
Book	Road	+	+	0.520253
Artery	Project	+	+	0.520253
TelevisionShow	ShoppingMall	+	-	0.480368
AustralianRulesFootballPlayer	Ginkgo	+	-	0.480368
AmericanFootballLeague	Actor	+	-	0.480368
PlayboyPlaymate	AutoRacingLeague	+	-	0.480368
PersonFunction	Name	+	-	0.480368
SoftballLeague	Album	+	-	0.480368
Wrestler	Animal	+	+	0.520253
TelevisionEpisode	AustralianRulesFootballPlayer	+	-	0.480368
Governor	GovernmentAgency	+	-	0.111822
Journalist	PublicTransitSystem	+	-	0.480368
MotorcycleRacingLeague	Language	+	-	0.480368
Organisation	HandballLeague	-	-	0.072351
VolleyballLeague	Legislature	+	-	0.480368
Ginkgo	Architect	+	+	0.520253
SoccerClub	FilmFestival	+	-	0.480368
RugbyPlayer	ComicsCreator	-	-	0.480368
Locomotive	RadioStation	+	-	0.480368
Cyclist	Island	+	+	0.520253
Ambassador	Comedian	-	+	0.520253
MusicalWork	SnookerWorldRanking	+	-	0.480368
Band	Game	+	-	0.315694
Award	Conifer	+	+	0.520253
Sport	MartialArtist	+	-	0.111822
Cardinal	SkiArea	+	-	0.480368
PoloLeague	AustralianFootballLeague	+	-	0.111822
Insect	SpaceShuttle	+	-	0.480368
Muscle	AustralianFootballLeague	+	-	0.480368
Museum	Tunnel	+	+	0.520253
Park	SoccerManager	+	-	0.480368
MusicGenre	VideoGame	+	-	0.111822
Governor	FilmFestival	+	-	0.480368
SupremeCourtOfTheUnitedStatesCase	SkiArea	+	-	0.480368
Eukaryote	Tunnel	+	+	0.520253
Chancellor	Journalist	-	+	0.520253
ResearchProject	Judge	+	-	0.480368
Language	City	+	-	0.315694
Currency	Canal	+	-	0.059116
Amphibian	Station	+	-	0.128685
Newspaper	GovernmentAgency	+	-	0.480368
Currency	AutoRacingLeague	+	-	0.480368
SpaceShuttle	GaelicGamesPlayer	+	-	0.480368
