concept1	concept2	correctclass	ledaclass	conf
EurovisionSongContestEntry	Holiday	+	+	0.694679
SkiArea	Single	+	+	0.694679
Archaea	Judge	+	+	0.694679
Song	Congressman	+	+	0.969250
Park	Spacecraft	+	+	0.705867
BiologicalDatabase	Wrestler	+	+	0.694679
Food	BodyOfWater	+	+	0.694679
SoccerManager	MilitaryUnit	+	+	0.694679
Mountain	Legislature	+	+	0.910110
Race	SportsEvent	-	-	0.165610
Currency	BaseballPlayer	+	+	0.694679
Archaea	MusicalWork	+	+	0.694679
Eukaryote	Band	+	+	0.705867
RailwayLine	GreenAlga	+	+	0.694679
MilitaryUnit	Artist	+	+	0.694679
Holiday	LacrosseLeague	+	+	0.694679
Nerve	Airline	+	+	0.967095
GridironFootballPlayer	Journalist	-	+	0.694679
GovernmentAgency	Criminal	+	+	0.694679
Arachnid	Brain	+	+	0.948349
PopulatedPlace	Congressman	+	+	0.694679
Grape	AmericanFootballPlayer	+	+	0.694679
BritishRoyalty	ComicsCreator	-	+	0.694679
SoccerManager	Fungus	+	+	0.694679
Organisation	GovernmentAgency	-	-	0.165610
SpeedwayTeam	Cardinal	+	+	0.694679
Road	SpaceMission	+	+	0.694679
InlineHockeyLeague	Fern	+	+	0.694679
SportsLeague	Continent	+	+	0.694679
PublicTransitSystem	Town	+	+	0.694679
Ambassador	IceHockeyLeague	+	+	0.694679
Embryology	SnookerPlayer	+	+	0.694679
Device	Work	+	-	0.184796
Continent	CricketLeague	+	+	0.694679
Ambassador	Disease	+	+	0.969250
Project	Device	+	-	0.363317
University	MemberOfParliament	+	+	0.694679
ShoppingMall	ChemicalSubstance	+	+	0.694679
Infrastructure	Athlete	+	+	0.967095
Airline	MusicalWork	+	+	0.694679
OlympicResult	MusicFestival	+	+	0.694679
Island	Organisation	+	+	0.874821
Convention	Project	+	+	0.720180
Building	ComicsCreator	+	+	0.694679
BadmintonPlayer	Cycad	+	+	0.694679
Disease	Journalist	+	+	0.969250
PeriodicalLiterature	Automobile	+	+	0.694679
CanadianFootballTeam	Cricketer	+	+	0.694679
WorldHeritageSite	NationalCollegiateAthleticAssociationAthlete	+	+	0.694679
GivenName	GridironFootballPlayer	+	+	0.694679
SnookerPlayer	VideoGame	+	+	0.694679
VideogamesLeague	LaunchPad	+	+	0.694679
IceHockeyPlayer	NationalCollegiateAthleticAssociationAthlete	-	+	0.694679
PlayboyPlaymate	Drug	+	+	0.694679
BiologicalDatabase	GreenAlga	+	+	0.694679
GolfPlayer	Eukaryote	+	+	0.694679
ComicsCharacter	IceHockeyPlayer	-	+	0.694679
AnatomicalStructure	Fungus	+	+	0.694679
Ginkgo	Aircraft	+	+	0.910110
Village	SoccerLeague	+	+	0.694679
Chancellor	BroadcastNetwork	+	+	0.694679
River	Mountain	+	+	0.941226
SpaceStation	LunarCrater	+	+	0.694679
Sport	SportsLeague	+	-	0.166376
FormulaOneRacer	Hotel	+	+	0.694679
PokerPlayer	SnookerPlayer	-	-	0.166376
Company	Criminal	+	-	0.363317
ArchitecturalStructure	SnookerChamp	+	+	0.694679
Archaea	Ginkgo	+	+	0.694679
Island	Beverage	+	+	0.910110
Mollusca	WrittenWork	+	+	0.694679
Island	Brain	+	+	0.720180
Actor	FootballMatch	+	+	0.694679
Song	Wrestler	+	+	0.995573
Muscle	Activity	+	-	0.363317
Airport	RugbyLeague	+	+	0.694679
Cave	Cycad	+	+	0.676703
Lake	Spacecraft	+	+	0.904220
Conifer	Cyclist	+	+	0.720180
FilmFestival	LaunchPad	+	+	0.694679
Bridge	AdultActor	+	+	0.694679
RugbyPlayer	Monument	+	+	0.694679
Food	PersonFunction	+	+	0.694679
BaseballPlayer	Congressman	-	+	0.694679
Wrestler	Film	+	+	0.948349
MusicalWork	Newspaper	+	+	0.694679
PlayboyPlaymate	Ginkgo	+	+	0.694679
Non-ProfitOrganisation	Country	+	+	0.694679
Website	Game	+	+	0.705867
BasketballTeam	FormulaOneRacer	+	+	0.694679
Village	Ship	+	+	0.910110
EurovisionSongContestEntry	Fern	+	+	0.694679
Race	Holiday	+	+	0.986344
Stadium	BroadcastNetwork	+	+	0.694679
College	Lighthouse	+	+	0.720180
Archaea	ShoppingMall	+	+	0.694679
Boxer	Award	+	+	0.969250
Album	SnookerChamp	+	+	0.694679
MotorcycleRacingLeague	WorldHeritageSite	+	+	0.694679
AutomobileEngine	Town	+	+	0.694679
Race	BiologicalDatabase	+	+	0.694679
Wrestler	AmericanFootballLeague	+	+	0.694679
TelevisionStation	ResearchProject	+	+	0.694679
ProgrammingLanguage	Bacteria	+	+	0.694679
Writer	RouteOfTransportation	+	+	0.694679
YearInSpaceflight	BodyOfWater	+	+	0.694679
Tunnel	Airport	+	+	0.948349
Bone	SkiArea	+	+	0.694679
AnatomicalStructure	Election	+	+	0.694679
SnookerWorldRanking	Animal	+	+	0.694679
Embryology	EurovisionSongContestEntry	+	+	0.694679
MusicalWork	Mountain	+	+	0.694679
MountainRange	SpaceShuttle	+	+	0.694679
SoftballLeague	SpaceMission	+	+	0.694679
Actor	Park	+	+	0.720180
Writer	Colour	+	+	0.691816
SoccerLeague	WineRegion	+	+	0.694679
Comedian	Species	+	+	0.969250
Airport	TradeUnion	+	+	0.694679
ClubMoss	RecordLabel	+	+	0.694679
Bone	ShoppingMall	+	+	0.694679
Cleric	Saint	-	-	0.047419
Planet	Monument	+	+	0.720180
Town	Language	+	+	0.691816
Project	Colour	+	+	0.758258
HistoricPlace	Moss	+	+	0.694679
Artist	Ship	+	+	0.910110
Cave	Mammal	+	+	0.910110
FormulaOneRacer	BiologicalDatabase	+	+	0.694679
AmericanFootballTeam	SportsLeague	+	+	0.694679
Mayor	Fern	+	+	0.705867
College	EurovisionSongContestEntry	+	+	0.694679
Lake	HistoricBuilding	+	+	0.694679
Mountain	Arachnid	+	+	0.910110
OfficeHolder	Mountain	+	+	0.910110
AustralianRulesFootballPlayer	PokerPlayer	-	+	0.547097
Theatre	RadioStation	+	+	0.694679
IceHockeyPlayer	Software	+	+	0.694679
MusicGenre	SoccerLeague	+	+	0.694679
Actor	Name	+	-	0.410185
GolfLeague	Gnetophytes	+	+	0.694679
Sport	Award	+	+	0.720180
Eukaryote	University	+	+	0.705867
InlineHockeyLeague	Beverage	+	+	0.694679
Scientist	Boxer	-	+	0.720180
Cleric	Mayor	-	+	0.720180
Lake	ChemicalSubstance	+	+	0.694679
FieldHockeyLeague	TelevisionStation	+	+	0.694679
Sport	MilitaryUnit	+	+	0.694679
Race	Bird	+	+	0.948349
RugbyPlayer	Award	+	+	0.694679
Island	Broadcaster	+	+	0.705867
Weapon	Band	+	-	0.410185
Bone	MotorcycleRacingLeague	+	+	0.694679
Election	SnookerWorldRanking	+	+	0.694679
Play	Writer	+	+	0.980337
MemberOfParliament	Theatre	+	+	0.694679
SoccerLeague	Company	+	+	0.694679
SkiArea	Cyclist	+	+	0.694679
Lighthouse	Fungus	+	+	0.720180
Aircraft	GridironFootballPlayer	+	+	0.694679
RugbyPlayer	SoccerPlayer	-	-	0.166376
Chancellor	Work	+	+	0.941226
Book	MartialArtist	+	+	0.694679
Philosopher	Race	+	+	0.802797
Senator	ChristianBishop	-	+	0.694679
Rocket	MilitaryPerson	+	+	0.694679
BadmintonPlayer	Mammal	+	+	0.694679
Gnetophytes	Play	+	+	0.694679
Locomotive	SpeedwayLeague	+	+	0.694679
Muscle	SnookerChamp	+	+	0.694679
GivenName	Cleric	+	+	0.694679
Sport	Vein	+	+	0.948349
RouteOfTransportation	Mammal	+	+	0.694679
SportsEvent	Bacteria	+	+	0.694679
RadioStation	YearInSpaceflight	+	+	0.694679
SpaceMission	CollegeCoach	+	+	0.694679
FieldHockeyLeague	WomensTennisAssociationTournament	+	+	0.694679
PublicTransitSystem	MixedMartialArtsLeague	+	+	0.694679
ClubMoss	Reptile	+	+	0.694679
ProtectedArea	MilitaryConflict	+	+	0.694679
Locomotive	BasketballLeague	+	+	0.694679
SkiArea	SpeedwayLeague	+	+	0.694679
Fungus	Plant	+	-	0.363317
WrestlingEvent	Software	+	+	0.694679
Cricketer	Moss	+	+	0.705867
WrittenWork	AcademicJournal	-	-	0.165610
RoadTunnel	PowerStation	+	+	0.694679
Organisation	Airport	+	+	0.980337
SpeedwayTeam	AmericanFootballPlayer	+	+	0.694679
Game	Island	+	+	0.720180
Project	Writer	+	+	0.874821
Cycad	Rocket	+	+	0.705867
TelevisionShow	Vein	+	+	0.694679
Continent	Organisation	+	+	0.874821
Grape	AustralianRulesFootballPlayer	+	+	0.694679
Comedian	Holiday	+	+	0.969250
Fungus	Musical	+	+	0.720180
Brain	Company	+	+	0.720180
Bird	Song	+	+	0.948349
ChristianBishop	Continent	+	+	0.694679
Station	NascarDriver	+	+	0.694679
EducationalInstitution	Automobile	+	+	0.694679
Cricketer	OlympicResult	+	+	0.694679
PowerStation	Stream	+	+	0.694679
Convention	Single	+	+	0.720180
Wrestler	RadioStation	+	+	0.694679
Non-ProfitOrganisation	Bone	+	+	0.694679
GolfPlayer	Reptile	+	+	0.694679
Governor	CricketLeague	+	+	0.694679
PlayboyPlaymate	IceHockeyLeague	+	+	0.694679
VideoGame	Journalist	+	+	0.694679
Canal	Congressman	+	+	0.910110
OfficeHolder	FootballMatch	+	+	0.694679
SpeedwayTeam	SkiArea	+	+	0.694679
WomensTennisAssociationTournament	Criminal	+	+	0.694679
Activity	FormulaOneRacer	+	+	0.694679
Colour	Work	+	+	0.802797
ShoppingMall	BaseballLeague	+	+	0.694679
BadmintonPlayer	InlineHockeyLeague	+	+	0.694679
VideoGame	MusicFestival	+	+	0.694679
Lake	AmericanFootballTeam	+	+	0.694679
GreenAlga	Grape	+	+	0.547097
Musical	Nerve	+	+	0.956127
Tunnel	Athlete	+	+	0.720180
RadioStation	GolfPlayer	+	+	0.694679
FloweringPlant	SpeedwayTeam	+	+	0.694679
Bacteria	AmericanFootballTeam	+	+	0.694679
BasketballLeague	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
WaterwayTunnel	Lake	+	+	0.694679
SnookerWorldRanking	MusicFestival	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	RugbyLeague	+	+	0.694679
Animal	BadmintonPlayer	+	+	0.694679
Organisation	ChristianBishop	+	+	0.694679
Gnetophytes	OfficeHolder	+	+	0.694679
Chancellor	PeriodicalLiterature	+	+	0.694679
GreenAlga	Vein	+	+	0.694679
Park	VolleyballLeague	+	+	0.694679
Brain	AmericanFootballPlayer	+	+	0.694679
Scientist	Legislature	+	+	0.969250
WineRegion	ComicsCreator	+	+	0.694679
Drug	Bone	+	+	0.802797
MixedMartialArtsEvent	PersonFunction	+	+	0.694679
SpaceMission	OfficeHolder	+	+	0.694679
MusicFestival	Game	+	+	0.694679
Model	BasketballTeam	+	+	0.694679
RecordLabel	Election	+	+	0.694679
Animal	RouteOfTransportation	+	+	0.694679
TelevisionEpisode	ChemicalSubstance	+	+	0.694679
SpeedwayTeam	Food	+	+	0.694679
SpaceShuttle	WorldHeritageSite	+	+	0.694679
Device	OfficeHolder	+	+	0.720180
Moss	Mayor	+	+	0.720180
AutomobileEngine	BasketballLeague	+	+	0.694679
AustralianRulesFootballPlayer	Race	+	+	0.694679
Race	PoliticalParty	+	+	0.694679
Nerve	Automobile	+	+	0.995573
Cleric	Valley	+	+	0.910110
MotorcycleRacingLeague	SnookerWorldRanking	+	+	0.694679
Judge	Scientist	-	+	0.720180
RecordLabel	RouteOfTransportation	+	+	0.694679
PersonFunction	Newspaper	+	+	0.694679
HistoricPlace	Ambassador	+	+	0.694679
Animal	Musical	+	+	0.577426
Cardinal	CollegeCoach	-	+	0.694679
Park	MusicalWork	+	+	0.547097
Bridge	Race	+	-	0.363317
VideogamesLeague	InlineHockeyLeague	+	+	0.547097
Ambassador	PokerPlayer	-	+	0.694679
Bacteria	Animal	+	-	0.410185
Rocket	ComicsCharacter	+	+	0.694679
PowerStation	Magazine	+	+	0.694679
HistoricPlace	Olympics	+	+	0.694679
MeanOfTransportation	Bone	+	+	0.694679
LaunchPad	Boxer	+	+	0.705867
SnookerWorldRanking	Cleric	+	+	0.694679
NaturalPlace	ShoppingMall	+	+	0.694679
Restaurant	Legislature	+	+	0.969250
Wrestler	Sport	+	+	0.720180
River	MusicalArtist	+	+	0.694679
Magazine	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
PeriodicalLiterature	Lymph	+	+	0.694679
Moss	Plant	-	-	0.057197
VideogamesLeague	HistoricPlace	+	+	0.694679
WorldHeritageSite	Device	+	+	0.694679
SpaceStation	Disease	+	+	0.694679
Olympics	Conifer	+	+	0.969250
MartialArtist	Bacteria	+	+	0.694679
BasketballLeague	Brain	+	+	0.694679
SnookerPlayer	AdministrativeRegion	+	+	0.694679
Game	Theatre	+	+	0.720180
Mayor	Food	+	+	0.910110
Planet	Stadium	+	+	0.948349
SupremeCourtOfTheUnitedStatesCase	Hotel	+	+	0.694679
Cardinal	Bacteria	+	+	0.720180
Protein	Arachnid	+	+	0.969250
SupremeCourtOfTheUnitedStatesCase	MilitaryConflict	+	+	0.694679
RecordLabel	PublicTransitSystem	+	+	0.694679
Project	Fungus	+	+	0.995573
GrandPrix	ShoppingMall	+	+	0.694679
BaseballLeague	SnookerPlayer	+	+	0.694679
Project	TelevisionEpisode	+	+	0.694679
Journalist	RouteOfTransportation	+	+	0.694679
LegalCase	Island	+	+	0.694679
NaturalPlace	Single	+	+	0.694679
Book	Film	+	-	0.184796
Bone	AdultActor	+	+	0.694679
GridironFootballPlayer	Organisation	+	+	0.694679
Park	BasketballTeam	+	+	0.694679
Airport	Work	+	+	0.802797
Software	AutomobileEngine	+	+	0.694679
MountainRange	FormulaOneRacer	+	+	0.694679
Conifer	SnookerChamp	+	+	0.694679
Lymph	Cycad	+	+	0.967095
MountainRange	RailwayTunnel	+	+	0.694679
ProgrammingLanguage	SkiArea	+	+	0.694679
Automobile	BiologicalDatabase	+	+	0.694679
MusicGenre	River	+	+	0.694679
HistoricPlace	OlympicResult	+	+	0.694679
Grape	Reptile	+	+	0.720180
Musical	Software	+	+	0.874821
TelevisionStation	Crustacean	+	+	0.694679
InlineHockeyLeague	ComicsCreator	+	+	0.694679
Hotel	PeriodicalLiterature	+	+	0.694679
Mammal	Artist	+	+	0.948349
Grape	Cycad	+	-	0.347293
MusicalWork	Stream	+	+	0.694679
Journalist	Moss	+	+	0.720180
Valley	GolfPlayer	+	+	0.694679
Writer	River	+	+	0.543759
Plant	Road	+	+	0.720180
Stream	SupremeCourtOfTheUnitedStatesCase	+	+	0.694679
Database	Cleric	+	+	0.995573
MusicGenre	Holiday	+	+	0.694679
MilitaryConflict	MountainRange	+	+	0.694679
Embryology	OfficeHolder	+	+	0.967095
Airport	Activity	+	+	0.691816
Database	Newspaper	+	+	0.910110
AmericanFootballTeam	LaunchPad	+	+	0.694679
FigureSkater	Weapon	+	+	0.694679
GridironFootballPlayer	City	+	+	0.694679
SoftballLeague	GolfPlayer	+	+	0.694679
FootballMatch	Software	+	+	0.694679
AcademicJournal	Weapon	+	+	0.694679
Criminal	Reptile	+	+	0.720180
Animal	Colour	+	+	0.691816
FigureSkater	RecordLabel	+	+	0.694679
IceHockeyLeague	LegalCase	+	+	0.694679
LunarCrater	Film	+	+	0.694679
Non-ProfitOrganisation	Event	+	+	0.694679
MusicGenre	TelevisionShow	+	+	0.694679
Organisation	Chancellor	+	+	0.969250
Infrastructure	Rocket	+	+	0.904220
Crustacean	Project	+	+	0.969250
Mollusca	BritishRoyalty	+	+	0.694679
Grape	Organisation	+	+	0.969250
Museum	Arachnid	+	+	0.948349
Judge	Athlete	-	+	0.720180
Amphibian	School	+	+	0.720180
SupremeCourtOfTheUnitedStatesCase	Model	+	+	0.694679
BroadcastNetwork	Play	+	+	0.694679
RailwayTunnel	GolfPlayer	+	+	0.694679
Cricketer	SportsLeague	+	+	0.694679
Eukaryote	Congressman	+	+	0.705867
Model	Lymph	+	+	0.904220
Politician	ShoppingMall	+	+	0.694679
Stadium	Cave	+	+	0.720180
Judge	Newspaper	+	+	0.720180
Ginkgo	Automobile	+	+	0.910110
WrittenWork	Crustacean	+	+	0.694679
Colour	Park	+	+	0.986344
Species	Artist	+	+	0.969250
GaelicGamesPlayer	GivenName	+	+	0.694679
Senator	GridironFootballPlayer	-	+	0.694679
Event	Library	+	+	0.948349
TradeUnion	Device	+	+	0.694679
AustralianFootballLeague	Bridge	+	+	0.694679
SupremeCourtOfTheUnitedStatesCase	VideoGame	+	+	0.694679
Book	SpeedwayTeam	+	+	0.694679
SportsLeague	AmericanFootballPlayer	+	+	0.694679
Magazine	PoloLeague	+	+	0.694679
Website	Valley	+	+	0.904220
Website	Name	+	+	0.904220
SpeedwayLeague	PoloLeague	+	-	0.166376
MusicalWork	BasketballLeague	+	+	0.694679
Bacteria	Village	+	+	0.910110
AnatomicalStructure	Work	+	+	0.694679
Building	MotorcycleRacingLeague	+	+	0.694679
MartialArtist	WrestlingEvent	+	+	0.694679
YearInSpaceflight	MountainRange	+	+	0.694679
Plant	Ambassador	+	+	0.720180
SportsEvent	Cardinal	+	+	0.694679
ShoppingMall	Cyclist	+	+	0.694679
HockeyTeam	Organisation	-	-	0.165610
Park	MilitaryConflict	+	+	0.694679
AdministrativeRegion	Boxer	+	+	0.694679
Restaurant	Automobile	+	-	0.363317
ChemicalSubstance	MusicFestival	+	+	0.694679
WaterwayTunnel	Disease	+	+	0.694679
Airline	Artery	+	+	0.705867
TennisPlayer	FieldHockeyLeague	+	+	0.694679
MilitaryUnit	HistoricPlace	+	+	0.694679
Boxer	Canal	+	+	0.948349
AustralianFootballLeague	EurovisionSongContestEntry	+	+	0.694679
FootballMatch	Song	+	+	0.694679
TelevisionEpisode	HistoricBuilding	+	+	0.694679
Amphibian	AutomobileEngine	+	+	0.694679
ClubMoss	Grape	+	+	0.694679
Song	Brain	+	+	0.720180
WomensTennisAssociationTournament	MilitaryUnit	+	+	0.694679
Restaurant	Sport	+	+	0.948349
Album	VolleyballLeague	+	+	0.694679
VideoGame	Eukaryote	+	+	0.694679
Boxer	Protein	+	+	0.986344
RoadTunnel	Database	+	+	0.694679
ChemicalSubstance	Cricketer	+	+	0.694679
Mollusca	Mammal	+	+	0.967095
FloweringPlant	AcademicJournal	+	+	0.694679
MilitaryUnit	BasketballPlayer	+	+	0.694679
PrimeMinister	PokerPlayer	-	+	0.547097
LacrosseLeague	LegalCase	+	+	0.694679
Moss	FilmFestival	+	+	0.694679
Game	RoadJunction	+	+	0.694679
Website	Non-ProfitOrganisation	+	+	0.694679
SoccerClub	PopulatedPlace	+	+	0.694679
Device	AutomobileEngine	-	-	0.165610
Moss	Website	+	+	0.904220
MixedMartialArtsEvent	AmericanFootballTeam	+	+	0.694679
AnatomicalStructure	Museum	+	+	0.694679
Station	Organisation	+	-	0.047670
AmericanFootballTeam	Rocket	+	+	0.694679
MilitaryPerson	Aircraft	+	+	0.694679
Artery	Conifer	+	+	0.691816
Canal	Road	+	-	0.363317
Protein	MountainRange	+	+	0.694679
Magazine	Monarch	+	+	0.720180
SpaceMission	Non-ProfitOrganisation	+	+	0.694679
EthnicGroup	Spacecraft	+	+	0.694679
BasketballLeague	MilitaryConflict	+	+	0.694679
BaseballLeague	Judge	+	+	0.694679
TennisLeague	SpaceMission	+	+	0.694679
Film	Planet	+	+	0.720180
SoftballLeague	EducationalInstitution	+	+	0.694679
ClubMoss	Ginkgo	+	+	0.694679
Actor	School	+	-	0.363317
Crustacean	CollegeCoach	+	+	0.694679
Bacteria	OlympicResult	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	Single	+	+	0.694679
WrestlingEvent	Scientist	+	+	0.694679
Disease	Insect	+	+	0.874821
Station	HandballLeague	+	+	0.694679
Airline	Building	+	+	0.705867
Locomotive	MountainRange	+	+	0.694679
WrestlingEvent	WineRegion	+	+	0.694679
Station	Stadium	+	+	0.577426
PeriodicalLiterature	Building	+	+	0.694679
Olympics	SpaceShuttle	+	+	0.694679
Crustacean	Embryology	+	+	0.967095
Bird	Crustacean	+	-	0.363317
OfficeHolder	Amphibian	+	+	0.720180
SkiArea	GreenAlga	+	+	0.694679
CanadianFootballTeam	Station	+	+	0.694679
Cleric	PrimeMinister	-	+	0.694679
BasketballPlayer	Disease	+	+	0.694679
Stadium	Stream	+	+	0.843148
Astronaut	Lymph	+	+	0.904220
Philosopher	TennisPlayer	-	+	0.694679
WrestlingEvent	SpaceShuttle	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	MusicalArtist	-	+	0.694679
Device	Beverage	+	+	0.691816
Wrestler	Cardinal	-	+	0.720180
FootballMatch	Sport	+	+	0.694679
Island	RailwayLine	+	+	0.694679
Monarch	BasketballPlayer	-	+	0.694679
Station	Animal	+	+	0.720180
ChemicalSubstance	Embryology	+	+	0.694679
Bird	RailwayTunnel	+	+	0.694679
IceHockeyLeague	FormulaOneRacer	+	+	0.694679
HockeyTeam	NascarDriver	+	+	0.694679
City	WrittenWork	+	+	0.694679
BritishRoyalty	Colour	+	+	0.694679
SpaceMission	MotorcycleRacingLeague	+	+	0.694679
GreenAlga	YearInSpaceflight	+	+	0.694679
NationalCollegiateAthleticAssociationAthlete	SoftballLeague	+	+	0.694679
AdministrativeRegion	Game	+	+	0.694679
BaseballLeague	Station	+	+	0.694679
Road	Infrastructure	-	-	0.052216
MotorcycleRacingLeague	Weapon	+	+	0.694679
IceHockeyPlayer	Tunnel	+	+	0.694679
Drug	Play	+	+	0.986344
PeriodicalLiterature	SportsLeague	+	+	0.694679
Non-ProfitOrganisation	Musical	+	+	0.694679
PublicTransitSystem	City	+	+	0.694679
MusicGenre	MixedMartialArtsLeague	+	+	0.694679
MilitaryPerson	Ship	+	+	0.694679
ClubMoss	Bacteria	+	+	0.694679
AustralianRulesFootballPlayer	Building	+	+	0.694679
Theatre	Ginkgo	+	+	0.986344
Musical	Restaurant	+	+	0.948349
HistoricBuilding	Locomotive	+	+	0.694679
Animal	Village	+	+	0.691816
IceHockeyLeague	CanadianFootballLeague	+	+	0.547097
RugbyPlayer	Country	+	+	0.694679
Lake	SoccerPlayer	+	+	0.694679
SoccerClub	InlineHockeyLeague	+	+	0.694679
SkiArea	Mollusca	+	+	0.694679
Band	Hospital	+	-	0.410185
Musical	AmericanFootballTeam	+	+	0.694679
Activity	Drug	+	+	0.802797
Grape	ChemicalSubstance	+	+	0.694679
Criminal	RadioStation	+	+	0.694679
Cave	ShoppingMall	+	+	0.694679
Reptile	Amphibian	+	-	0.184796
MilitaryConflict	Convention	+	+	0.694679
Cricketer	Event	+	+	0.904220
Magazine	FootballMatch	+	+	0.694679
Brain	Rocket	+	+	0.948349
Activity	Actor	+	-	0.232520
SnookerPlayer	LacrosseLeague	+	+	0.694679
Scientist	Band	+	+	0.720180
Organisation	SnookerWorldRanking	+	+	0.694679
ChemicalSubstance	LacrosseLeague	+	+	0.694679
Ship	Congressman	+	+	0.986344
PrimeMinister	FloweringPlant	+	+	0.694679
Magazine	Game	+	+	0.720180
Plant	Musical	+	+	0.948349
MusicGenre	Chancellor	+	+	0.694679
Cyclist	VolleyballLeague	+	+	0.694679
FictionalCharacter	BadmintonPlayer	-	+	0.694679
FootballMatch	College	+	+	0.694679
TelevisionEpisode	Award	+	+	0.694679
MeanOfTransportation	FilmFestival	+	+	0.694679
MeanOfTransportation	Tunnel	+	+	0.694679
Artery	Saint	+	+	0.720180
Bridge	Chancellor	+	+	0.910110
HistoricBuilding	Fish	+	+	0.694679
Stadium	AustralianFootballLeague	+	+	0.694679
Embryology	AutoRacingLeague	+	+	0.694679
Hospital	AnatomicalStructure	+	+	0.694679
NascarDriver	Album	+	+	0.694679
MartialArtist	PersonFunction	+	+	0.694679
Philosopher	FloweringPlant	+	+	0.694679
SpaceMission	Cardinal	+	+	0.694679
Bacteria	CanadianFootballLeague	+	+	0.694679
ChristianBishop	SportsTeam	+	+	0.694679
Bridge	VideogamesLeague	+	+	0.694679
Park	Astronaut	+	+	0.705867
Name	SoccerLeague	+	+	0.694679
Library	Legislature	+	+	0.720180
Moss	Weapon	+	+	0.948349
Bird	HistoricPlace	+	+	0.694679
Vein	ShoppingMall	+	+	0.694679
RecordLabel	TennisPlayer	+	+	0.694679
Airline	Governor	+	+	0.705867
ResearchProject	SpaceStation	+	+	0.694679
PopulatedPlace	Comedian	+	+	0.694679
Musical	GreenAlga	+	+	0.694679
River	SoccerLeague	+	+	0.694679
Fish	Infrastructure	+	+	0.967095
SnookerWorldRanking	Station	+	+	0.694679
InlineHockeyLeague	MemberOfParliament	+	+	0.694679
Reptile	Fern	+	+	0.705867
Company	MixedMartialArtsEvent	+	+	0.694679
Non-ProfitOrganisation	Play	+	+	0.694679
ResearchProject	Currency	+	+	0.694679
WrestlingEvent	Chancellor	+	+	0.694679
Infrastructure	Plant	+	+	0.967095
Ship	SnookerPlayer	+	+	0.694679
Hospital	Work	+	-	0.363317
PoliticalParty	MixedMartialArtsLeague	+	+	0.694679
Aircraft	Insect	+	+	0.691816
WaterwayTunnel	Bacteria	+	+	0.694679
Project	Game	+	+	0.505541
FieldHockeyLeague	ClubMoss	+	+	0.694679
Rocket	Road	+	+	0.577426
RadioStation	Saint	+	+	0.694679
Game	Model	+	-	0.363317
SportsTeam	EducationalInstitution	+	+	0.694679
Magazine	HistoricPlace	+	+	0.694679
ComicsCreator	Amphibian	+	+	0.694679
Museum	TennisLeague	+	+	0.694679
Continent	EthnicGroup	+	+	0.694679
CricketLeague	Species	+	+	0.694679
Cyclist	VideogamesLeague	+	+	0.694679
WorldHeritageSite	FootballMatch	+	+	0.694679
Town	TelevisionStation	+	+	0.694679
Sport	Boxer	+	+	0.720180
Broadcaster	Comedian	+	-	0.347293
GridironFootballPlayer	PowerStation	+	+	0.694679
WaterwayTunnel	SkiArea	+	+	0.694679
Saint	Politician	-	-	0.184796
FilmFestival	WrestlingEvent	+	+	0.694679
FootballMatch	HistoricBuilding	+	+	0.694679
Governor	Mammal	+	+	0.948349
Automobile	FigureSkater	+	+	0.694679
FilmFestival	BasketballPlayer	+	+	0.694679
Comedian	River	+	+	0.910110
HistoricPlace	Work	+	+	0.694679
Currency	ArchitecturalStructure	+	+	0.694679
Race	Band	+	+	0.720180
RailwayLine	Mammal	+	+	0.694679
Mayor	Race	+	+	0.910110
MartialArtist	Theatre	+	+	0.694679
ClubMoss	PeriodicalLiterature	+	+	0.694679
BroadcastNetwork	SpaceMission	+	+	0.694679
Ginkgo	TennisLeague	+	+	0.694679
Archaea	PowerStation	+	+	0.694679
ResearchProject	Election	+	+	0.694679
Holiday	Station	+	+	0.828529
LaunchPad	FieldHockeyLeague	+	+	0.694679
Crustacean	President	+	+	0.720180
MilitaryConflict	SoccerClub	+	+	0.694679
Island	Model	+	+	0.948349
Monument	BritishRoyalty	+	+	0.694679
GrandPrix	Writer	+	+	0.694679
AustralianRulesFootballPlayer	Locomotive	+	+	0.694679
Locomotive	PublicTransitSystem	+	+	0.694679
GivenName	FigureSkater	+	+	0.694679
Hospital	Tunnel	+	+	0.720180
Brain	Monarch	+	+	0.758258
Eukaryote	MilitaryUnit	+	+	0.694679
TelevisionShow	Race	+	+	0.694679
Country	Governor	+	+	0.691816
Nerve	GreenAlga	+	+	0.694679
RecordLabel	MotorcycleRacingLeague	+	+	0.694679
WaterwayTunnel	Album	+	+	0.694679
Saint	Legislature	+	+	0.995573
WrestlingEvent	Cyclist	+	+	0.694679
Non-ProfitOrganisation	Mammal	+	+	0.694679
BaseballPlayer	Town	+	+	0.694679
PokerPlayer	LacrosseLeague	+	+	0.694679
Fern	RadioStation	+	+	0.694679
Settlement	SnookerPlayer	+	+	0.694679
Muscle	Planet	+	+	0.720180
Ambassador	BaseballLeague	+	+	0.694679
